uniprot_id,pmid,class_,primary_name,organism
G5EBV6,27594427,PS-self,pgl-3,Caenorhabditis elegans
G5EBV6,27320918,PS-other,pgl-3,Caenorhabditis elegans
G5EBV6,34516789,PS-self,pgl-3,Caenorhabditis elegans
G5EBV6,35293953,PS-self,pgl-3,Caenorhabditis elegans
G5EBV6,34507991,PS-other,pgl-3,Caenorhabditis elegans
P36871,38459060,PS-self,PGM1,Homo sapiens
P06401,18931262,PS-other,PGR,Homo sapiens
P06401,35881789,PS-other,PGR,Homo sapiens
Q32NB8,38322995,PS-other,PGS1,Homo sapiens
P39769,36412795,PS-other,ph-p,Drosophila melanogaster
P39769,33154383,PS-other,ph-p,Drosophila melanogaster
P39769,38257239,PS-other,ph-p,Drosophila melanogaster
Q64028,30514760,PS-other,Phc1,Mus musculus
P78364,37756159,PS-self,PHC1,Homo sapiens
P78364,34620850,PS-other,PHC1,Homo sapiens
Q8IXK0,37756159,PS-self,PHC2,Homo sapiens
Q8NDX5,37756159,PS-self,PHC3,Homo sapiens
O75151,35887017,PS-self,PHF2,Homo sapiens
Q92576,34667177,PS-self,PHF3,Homo sapiens
P14713,38664420,PS-other,PHYB,Arabidopsis thaliana
P14713,35728588,PS-other,PHYB,Arabidopsis thaliana
P14713,38684657,PS-other,PHYB,Arabidopsis thaliana
O75928,31171703,PS-other,PIAS2,Homo sapiens
Q9N3P1,33438773,PS-other,pid-2,Caenorhabditis elegans
Q84LH8,38664420,PS-other,PIF5,Arabidopsis thaliana
Q13526,39266551,PS-other,PIN1,Homo sapiens
Q9LU77,37721949,PS-other,PIN2,Arabidopsis thaliana
Q9VB22,37655159,PS-other,pins,Drosophila melanogaster
P06197,25761633,PS-other,PIS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9VD51,28115706,PS-other,pit,Drosophila melanogaster
Q8CDG1,39029469,PS-other,Piwil2,Mus musculus
P14618,39622827,PS-self,PKM,Homo sapiens
P9WI75,31366629,PS-other,pknF,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
O60733,38322995,PS-other,PLA2G6,Homo sapiens
P19174,35231400,PS-other,PLCG1,Homo sapiens
P37894,35124010,PS-other,pleC,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15)
P34331,28575670,PS-other,plk-1,Caenorhabditis elegans
O00444,31672968,PS-self,PLK4,Homo sapiens
O00444,33658185,PS-other,PLK4,Homo sapiens
O00444,33323015,PS-other,PLK4,Homo sapiens
Q6PAD2,30237222,PS-self,plk4,Xenopus laevis
O43660,33731873,PS-other,PLRG1,Homo sapiens
Q9ZNS0,35373503,PS-other,PLT3,Arabidopsis thaliana
P40967,19666488,PS-self,PMEL,Homo sapiens
P29590,35163537,PS-other,PML,Homo sapiens
P29590,37655965,PS-other,PML,Homo sapiens
P29590,36150385,PS-other,PML,Homo sapiens
P29590,37655965,PS-other,PML,Homo sapiens
Q60953,36175410,PS-other,Pml,Mus musculus
P29590,35194189,PS-self,PML,Homo sapiens
P29590,32101700,PS-other,PML,Homo sapiens
P29590,27374333,PS-other,PML,Homo sapiens
P29590,39112465,PS-other,PML,Homo sapiens
P29590,34072343,PS-other,PML,Homo sapiens
P29590,39418304,PS-other,PML,Homo sapiens
P29590,39136995,PS-self,PML,Homo sapiens
B8GWZ0,37558691,PS-other,pnp,Caulobacter vibrioides (strain NA1000 / CB15N)
Q8TCS8,37357137,PS-other,PNPT1,Homo sapiens
B8GXA0,36418326,PS-self,podJ,Caulobacter vibrioides (strain NA1000 / CB15N)
Q9ZG88,35124010,PS-self,podJ,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15)
P11369,29930094,PS-other,Pol,Mus musculus
P06746,39496836,PS-other,POLB,Homo sapiens
P20028,26776729,PS-other,Polr1B,Drosophila melanogaster
P97304,31399547,PS-other,Polr1d,Mus musculus
P24928,39266551,PS-self,POLR2A,Homo sapiens
P24928,36979361,PS-other,POLR2A,Homo sapiens
P24928,29849146,PS-other,POLR2A,Homo sapiens
P24928,37851801,PS-other,POLR2A,Homo sapiens
P24928,39894879,PS-self,POLR2A,Homo sapiens
P24928,30127355,PS-self,POLR2A,Homo sapiens
P24928,26455390,PS-other,POLR2A,Homo sapiens
P24928,34759379,PS-other,POLR2A,Homo sapiens
P24928,38326345,PS-other,POLR2A,Homo sapiens
P08775,31391587,PS-other,Polr2a,Mus musculus
P24928,31391587,PS-other,POLR2A,Homo sapiens
P24928,39383039,PS-other,POLR2A,Homo sapiens
P24928,34916619,PS-other,POLR2A,Homo sapiens
P24928,34667177,PS-self,POLR2A,Homo sapiens
P08775,38194964,PS-other,Polr2a,Mus musculus
O15514,24267890,PS-other,POLR2D,Homo sapiens
P19388,36634798,PS-self,POLR2E,Homo sapiens
O00411,34711968,PS-other,POLRMT,Homo sapiens
Q5EWX9,23202855,PS-self,pom121-a,Xenopus laevis
Q1DEM0,39739804,PS-other,pomZ,Myxococcus xanthus (strain DK1622)
O96561,29467404,PS-other,pon,Drosophila melanogaster
Q9A8N4,39910287,PS-self,popZ,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15)
Q9A8N4,36163138,PS-self,popZ,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15)
Q9NUX5,35077681,PS-other,POT1,Homo sapiens
P20263,34038708,PS-self,Pou5f1,Mus musculus
Q01860,30449618,PS-other,POU5F1,Homo sapiens
P20263,31398323,PS-other,Pou5f1,Mus musculus
P37231,37516962,PS-other,PPARG,Homo sapiens
Q9UBK2,34465622,PS-other,PPARGC1A,Homo sapiens
O70343,34465622,PS-other,Ppargc1a,Mus musculus
O75334,36137748,PS-other,PPFIA2,Homo sapiens
O75334,33761347,PS-other,PPFIA2,Homo sapiens
Q91Z79,34031393,PS-other,Ppfia3,Rattus norvegicus
P62937,39258548,PS-other,PPIA,Homo sapiens
P36873,39755675,PS-other,PPP1CC,Homo sapiens
O88531,34108467,PS-other,Ppt1,Mus musculus
O43663,33053359,PS-other,PRC1,Homo sapiens
Q99K43,34166371,PS-other,Prc1,Mus musculus
Q9Y255,38322995,PS-other,PRELID1,Homo sapiens
P90786,37505984,PS-other,prg-1,Caenorhabditis elegans
P90786,36750365,PS-other,prg-1,Caenorhabditis elegans
P90786,32245789,PS-other,prg-1,Caenorhabditis elegans
P90786,32843637,PS-other,prg-1,Caenorhabditis elegans
Q13131,37178510,PS-other,PRKAA1,Homo sapiens
P10644,32846158,PS-self,PRKAR1A,Homo sapiens
P12849,36175410,PS-other,Prkar1b,Mus musculus
Q62074,32385244,PS-other,Prkci,Mus musculus
P02319,32169215,PS-other,Prm1,Mus musculus
Q99873,39079611,PS-other,PRMT1,Homo sapiens
Q99873,39097054,PS-other,PRMT1,Homo sapiens
Q99873,39146246,PS-other,PRMT1,Homo sapiens
P04925,37922348,PS-self,Prnp,Mus musculus
P04156,37922348,PS-other,PRNP,Homo sapiens
P04156,37805139,PS-self,PRNP,Homo sapiens
O46501,37805139,PS-self,PRNP,Canis lupus familiaris
P04925,38657863,PS-self,Prnp,Mus musculus
P04925,34102212,PS-self,Prnp,Mus musculus
P04925,39476948,PS-self,Prnp,Mus musculus
P04925,39739794,PS-self,Prnp,Mus musculus
P04925,39983547,PS-self,Prnp,Mus musculus
P04156,39826709,PS-self,PRNP,Homo sapiens
P04925,38065962,PS-self,Prnp,Mus musculus
P04156,34737230,PS-self,PRNP,Homo sapiens
P04156,31821812,PS-self,PRNP,Homo sapiens
P04156,39333690,PS-self,PRNP,Homo sapiens
Q6GLY6,38657863,PS-self,prnp.S,Xenopus laevis
A0A0B4K630,31866201,PS-self,pros,Drosophila melanogaster
P48437,31866201,PS-other,Prox1,Mus musculus
F1QAE1,37930995,PS-other,prox1a,Danio rerio
O22785,37714161,PS-other,PRP19B,Arabidopsis thaliana
Q99PV0,31391587,PS-other,Prpf8,Mus musculus
P35820,38257239,PS-other,Psc,Drosophila melanogaster
P39006,25761633,PS-other,PSD1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O75475,38762180,PS-self,PSIP1,Homo sapiens
P25788,34572142,PS-other,PSMA3,Homo sapiens
P49721,34572142,PS-other,PSMB2,Homo sapiens
P28070,34848715,PS-other,PSMB4,Homo sapiens
P55036,34848715,PS-other,PSMD4,Homo sapiens
P55036,34572142,PS-other,PSMD4,Homo sapiens
P61289,34848715,PS-other,PSME3,Homo sapiens
Q8WXF1,35608889,PS-other,PSPC1,Homo sapiens
Q8R326,34916619,PS-other,Pspc1,Mus musculus
Q8WXF1,34916619,PS-self,PSPC1,Homo sapiens
Q8WXF1,39592606,PS-other,PSPC1,Homo sapiens
Q8WXF1,36354291,PS-other,PSPC1,Homo sapiens
Q8WXF1,38668381,PS-other,PSPC1,Homo sapiens
Q8WXF1,34490876,PS-self,PSPC1,Homo sapiens
P9WHW5,31366629,PS-other,pstP,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
P26599,29425497,PS-other,PTBP1,Homo sapiens
P17225,34813726,PS-other,Ptbp1,Mus musculus
P26599,34916619,PS-other,PTBP1,Homo sapiens
P17225,32908311,PS-other,Ptbp1,Mus musculus
A0A8J0V2D3,35982794,PS-other,ptbp3.L,Xenopus laevis
A0A8J0TV93,39537752,PS-other,ptbp3.S,Xenopus laevis
A0A1D8PRZ8,39908105,PS-self,PTC2,Candida albicans (strain SC5314 / ATCC MYA-2876)
P34152,35049497,PS-self,Ptk2,Mus musculus
P06454,37468629,PS-other,PTMA,Homo sapiens
Q8WUK0,38322995,PS-other,PTPMT1,Homo sapiens
Q06124,37126322,PS-self,PTPN11,Homo sapiens
P35235,38451719,PS-other,Ptpn11,Mus musculus
Q06124,35231400,PS-other,PTPN11,Homo sapiens
Q06124,33002410,PS-self,PTPN11,Homo sapiens
Q9H3S7,31442668,PS-other,PTPN23,Homo sapiens
P29350,35219918,PS-self,PTPN6,Homo sapiens
A0A8J9X6Y3,37311001,PS-self,PTTT1_LOCUS34338,Phaeodactylum tricornutum
A0A8J9X6Y3,39326491,PS-self,PTTT1_LOCUS34338,Phaeodactylum tricornutum
P32588,26412307,PS-self,PUB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P32588,29898402,PS-self,PUB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q20757,37703874,PS-other,puf-5,Caenorhabditis elegans
Q20757,24176641,PS-other,puf-5,Caenorhabditis elegans
Q14671,34108682,PS-other,PUM1,Homo sapiens
Q8TB72,34108682,PS-other,PUM2,Homo sapiens
P34230,30648970,PS-other,PXA2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P34230,35876801,PS-other,PXA2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P34230,36972455,PS-self,PXA2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P49023,37846507,PS-self,PXN,Homo sapiens
Q8VI36,35049497,PS-other,Pxn,Mus musculus
P52489,38515267,PS-other,PYK2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q10M12,35630784,PS-other,R40C1,Oryza sativa subsp. japonica
P62491,37013374,PS-other,RAB11A,Homo sapiens
P62491,30967547,PS-other,RAB11A,Homo sapiens
P51149,36738734,PS-other,RAB7A,Homo sapiens
P55258,33976349,PS-other,Rab8a,Mus musculus
P63244,34453890,PS-other,RACK1,Homo sapiens
P32628,38408252,PS-other,RAD23,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P54727,34848715,PS-self,RAD23B,Homo sapiens
P54727,32025036,PS-other,RAD23B,Homo sapiens
P32849,38055836,PS-other,RAD5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q92878,35551189,PS-other,RAD50,Homo sapiens
Q96B01,39038850,PS-other,RAD51AP1,Homo sapiens
Q96B01,38461301,PS-other,RAD51AP1,Homo sapiens
Q9LQQ2,37335899,PS-other,RAD51D,Arabidopsis thaliana
P06778,32019927,PS-self,RAD52,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P43351,31171703,PS-other,RAD52,Homo sapiens
P43351,39038850,PS-other,RAD52,Homo sapiens
P06778,33543712,PS-other,RAD52,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P06104,32214243,PS-other,RAD6,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q99638,33503405,PS-other,RAD9A,Homo sapiens
Q38942,38773271,PS-other,RAE1,Arabidopsis thaliana
P04049,37027309,PS-other,RAF1,Homo sapiens
Q9SRY3,38157854,PS-other,RALF1,Arabidopsis thaliana
Q9LUS7,38157854,PS-other,RALF23,Arabidopsis thaliana
O95398,37684224,PS-self,RAPGEF3,Homo sapiens
O95398,35442725,PS-self,RAPGEF3,Homo sapiens
Q70E73,39914390,PS-self,RAPH1,Homo sapiens
P12672,34033754,PS-other,Rapsn,Mus musculus
Q13702,34033754,PS-self,RAPSN,Homo sapiens
P10276,36918219,PS-self,RARA,Homo sapiens
Q9Y272,39009833,PS-other,RASD1,Homo sapiens
Q9BPW5,39009833,PS-other,RASL11B,Homo sapiens
Q8NHQ8,39009833,PS-other,RASSF8,Homo sapiens
P06400,18931262,PS-other,RB1,Homo sapiens
Q8TDY2,36394358,PS-self,RB1CC1,Homo sapiens
Q8TDY2,30853400,PS-other,RB1CC1,Homo sapiens
Q8TDY2,39742665,PS-other,RB1CC1,Homo sapiens
Q8TDY2,39774270,PS-other,RB1CC1,Homo sapiens
Q8TDY2,36198318,PS-other,RB1CC1,Homo sapiens
F4HT77,38480885,PS-self,RBA1,Arabidopsis thaliana
Q7Z6E9,39798570,PS-self,RBBP6,Homo sapiens
P00877,30498228,PS-other,rbcL,Chlamydomonas reinhardtii
E9PAI6,39326491,PS-other,rbcL,Phaeodactylum tricornutum
P00877,31504763,PS-other,rbcL,Chlamydomonas reinhardtii
O03042,31504763,PS-other,rbcL,Arabidopsis thaliana
P00877,28938114,PS-other,rbcL,Chlamydomonas reinhardtii
Q9TK52,37311001,PS-other,rbcL,Phaeodactylum tricornutum (strain CCAP 1055/1)
P00877,36611062,PS-other,rbcL,Chlamydomonas reinhardtii
P00877,37195994,PS-other,rbcL,Chlamydomonas reinhardtii
P00873,30498228,PS-other,RBCS1,Chlamydomonas reinhardtii
P08475,30498228,PS-other,RBCS2,Chlamydomonas reinhardtii
Q9NWB1,29358748,PS-self,RBFOX1,Homo sapiens
M9NFQ7,29358748,PS-self,Rbfox1,Drosophila melanogaster
O43251,35537448,PS-other,RBFOX2,Homo sapiens
O22791,35231447,PS-self,RBGD2,Arabidopsis thaliana
Q9NTZ6,39840526,PS-other,RBM12,Homo sapiens
Q96PK6,26283796,PS-self,RBM14,Homo sapiens
Q96PK6,29932899,PS-other,RBM14,Homo sapiens
Q96PK6,37806532,PS-other,RBM14,Homo sapiens
Q8C2Q3,36477743,PS-other,Rbm14,Mus musculus
Q503D7,31636951,PS-other,rbm14a,Danio rerio
A0A0R4IJ04,31636951,PS-self,rbm14b,Danio rerio
A0A8M9Q1B8,36477743,PS-other,rbm14b,Danio rerio
Q96T37,36147665,PS-self,RBM15,Homo sapiens
Q5T481,33188278,PS-other,RBM20,Homo sapiens
P98179,22579281,PS-self,RBM3,Homo sapiens
Q14498,31271494,PS-other,RBM39,Homo sapiens
P38159,31363225,PS-other,RBMX,Homo sapiens
P0DJD4,39354680,PS-other,RBMY1C,Homo sapiens
Q0WW84,25736060,PS-other,RBP47B,Arabidopsis thaliana
P62877,30244836,PS-other,RBX1,Homo sapiens
P58555,32979320,PS-other,rca,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
Q9SG02,19332064,PS-other,RDR6,Arabidopsis thaliana
Q04207,34764296,PS-self,Rela,Mus musculus
A0A0D9R6K4,32878896,PS-other,RELA,Chlorocebus sabaeus
A0AAA9SLR3,32878896,PS-other,RELA,Bos taurus
Q04206,32878896,PS-other,RELA,Homo sapiens
Q04206,33651988,PS-other,RELA,Homo sapiens
P0DTD1,33770364,PS-other,rep,Severe acute respiratory syndrome coronavirus 2
Q9V7U0,39390911,PS-self,resilin,Drosophila melanogaster
P07949,38805286,PS-other,RET,Homo sapiens
P07949,33848463,PS-other,RET,Homo sapiens
P22336,33543712,PS-other,RFA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9SQV1,38773271,PS-other,RH40,Arabidopsis thaliana
P25888,31435012,PS-other,rhlE,Escherichia coli (strain K12)
B6JVN3,39520300,PS-other,rhn1,Schizosaccharomyces japonicus (strain yFS275 / FY16936)
Q22038,31050339,PS-other,rho-1,Caenorhabditis elegans
P62745,39565307,PS-other,RHOB,Homo sapiens
O94844,39009833,PS-other,RHOBTB1,Homo sapiens
Q5UIP0,36606487,PS-other,RIF1,Homo sapiens
Q9JIR1,38552623,PS-other,Rimbp2,Rattus norvegicus
Q9JIR1,30661983,PS-other,Rimbp2,Rattus norvegicus
Q9JIR1,33761347,PS-other,Rimbp2,Rattus norvegicus
Q9JIR4,33761347,PS-other,Rims1,Rattus norvegicus
Q9JIR4,33202250,PS-self,Rims1,Rattus norvegicus
Q9JIR4,34031393,PS-other,Rims1,Rattus norvegicus
Q9JIR4,30661983,PS-other,Rims1,Rattus norvegicus
Q9JIR4,38552623,PS-other,Rims1,Rattus norvegicus
Q8GYN5,40139193,PS-other,RIN4,Arabidopsis thaliana
Q9FKW0,37756159,PS-other,RING1A,Arabidopsis thaliana
Q0WX00,37756159,PS-other,RING1B,Arabidopsis thaliana
Q9ZUF4,40139193,PS-other,RIPK,Arabidopsis thaliana
Q60855,38272024,PS-other,Ripk1,Mus musculus
Q13546,22817896,PS-other,RIPK1,Homo sapiens
Q9Y572,22817896,PS-other,RIPK3,Homo sapiens
Q9A749,30197298,PS-other,rne,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15)
A0A290MSE1,38865176,PS-other,rne,Caulobacter vibrioides
A0A290MSE1,37558691,PS-self,rne,Caulobacter vibrioides
A0A290MSE1,37815915,PS-other,rne,Caulobacter vibrioides
Q9CZW6,38272024,PS-other,Rnf146,Mus musculus
Q9CQJ4,34166371,PS-other,Rnf2,Mus musculus
Q9CQJ4,30514760,PS-other,Rnf2,Mus musculus
Q99496,34620850,PS-other,RNF2,Homo sapiens
Q99496,31171700,PS-other,RNF2,Homo sapiens
Q8ND24,38969650,PS-other,RNF214,Homo sapiens
P58283,39009640,PS-self,Rnf216,Mus musculus
Q9NWF9,39030428,PS-other,RNF216,Homo sapiens
P78317,39418304,PS-other,RNF4,Homo sapiens
Q8W034,35231447,PS-self,RNP1,Arabidopsis thaliana
Q15287,39557835,PS-other,RNPS1,Homo sapiens
P25367,26238190,PS-other,RNQ1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P25367,31527136,PS-other,RNQ1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P10964,33836082,PS-other,RPA190,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P15927,36894693,PS-self,RPA2,Homo sapiens
P08518,26777405,PS-other,RPB2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P16370,36327976,PS-other,RPB3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9Y2J0,36693856,PS-self,RPH3A,Homo sapiens
P47708,36693856,PS-other,Rph3a,Mus musculus
P26373,39602297,PS-other,RPL13,Homo sapiens
P47963,34980897,PS-other,Rpl13,Mus musculus
Q9CR57,34980897,PS-other,Rpl14,Mus musculus
P50914,39602297,PS-other,RPL14,Homo sapiens
P83731,39602297,PS-other,RPL24,Homo sapiens
Q9D8E6,34980897,PS-other,Rpl4,Mus musculus
P46777,35321919,PS-other,RPL5,Homo sapiens
P47962,38649740,PS-other,Rpl5,Mus musculus
P47911,34980897,PS-other,Rpl6,Mus musculus
P18124,36543022,PS-other,RPL7,Homo sapiens
P12970,34980897,PS-other,Rpl7a,Mus musculus
P62424,39602297,PS-other,RPL7A,Homo sapiens
P62424,37582658,PS-other,RPL7A,Homo sapiens
P62917,39602297,PS-other,RPL8,Homo sapiens
P62918,34980897,PS-other,Rpl8,Mus musculus
Q39214,40139193,PS-other,RPM1,Arabidopsis thaliana
P38764,38408252,PS-other,RPN1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P38886,38408252,PS-other,RPN10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P43588,38515267,PS-other,RPN11,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O13563,38408252,PS-other,RPN13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04050,30127355,PS-self,RPO21,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04050,39266551,PS-self,RPO21,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04050,38548891,PS-other,RPO21,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P0A8T7,32675239,PS-other,rpoC,Escherichia coli (strain K12)
F4J339,38480885,PS-self,RPP1,Arabidopsis thaliana
Q9NQG5,39266551,PS-other,RPRD1B,Homo sapiens
P42677,38614097,PS-self,RPS27,Homo sapiens
P62908,34980897,PS-other,Rps3,Mus musculus
P23396,37582658,PS-other,RPS3,Homo sapiens
P62753,38421168,PS-other,RPS6,Homo sapiens
P08865,38331785,PS-self,RPSA,Homo sapiens
P33299,37460154,PS-other,RPT1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q14684,30425322,PS-other,RRP1B,Homo sapiens
F4IS91,32692742,PS-self,RSA1,Arabidopsis thaliana
H9CE56,36001979,PS-self,RT,Human immunodeficiency virus type 1
Q9Y3I0,38714852,PS-other,RTCB,Homo sapiens
Q01196,39450904,PS-other,RUNX1,Homo sapiens
Q9Z2J9,36395739,PS-other,Runx2,Rattus norvegicus
Q13950,39704037,PS-other,RUNX2,Homo sapiens
Q13950,32386547,PS-self,RUNX2,Homo sapiens
A0A1D1UQN2,36067153,PS-other,RvY_03957-1,Ramazzottius varieornatus
A0A1D1VNN8,36067153,PS-other,RvY_13011-1,Ramazzottius varieornatus
P28702,37143076,PS-other,RXRB,Homo sapiens
Q8CCI5,35768498,PS-self,Rybp,Mus musculus
P06703,40118863,PS-other,S100A6,Homo sapiens
P31151,38459060,PS-self,S100A7,Homo sapiens
B2BNE2,39194247,PS-other,S4,Aquareovirus G (isolate American grass carp/USA/PB01-155/-)
Q09825,38773107,PS-self,sad1,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
D3YXK2,31677973,PS-self,Safb,Mus musculus
Q15424,34067147,PS-other,SAFB,Homo sapiens
A0MWC1,38427557,PS-other,sall4,Danio rerio
Q9UPU9,36931259,PS-other,SAMD4A,Homo sapiens
Q9UPU9,31757755,PS-self,SAMD4A,Homo sapiens
Q6SZW1,34184985,PS-self,SARM1,Homo sapiens
O43290,39557835,PS-other,SART1,Homo sapiens
Q6UVJ0,33323015,PS-other,SASS6,Homo sapiens
Q6UVJ0,31672968,PS-other,SASS6,Homo sapiens
Q60611,37635874,PS-other,Satb1,Mus musculus
Q9VCR6,36807601,PS-other,sav,Drosophila melanogaster
Q9H4B6,36807601,PS-other,SAV1,Homo sapiens
O95104,39266551,PS-other,SCAF4,Homo sapiens
Q7TSH6,34605568,PS-self,Scaf4,Mus musculus
Q04002,33568486,PS-other,SCC2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P40090,33568486,PS-other,SCC4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q03517,35896896,PS-self,Scg2,Mus musculus
P31431,38601993,PS-self,SDC4,Homo sapiens
O00560,38601993,PS-other,SDCBP,Homo sapiens
Q9ZVD0,33288888,PS-self,SE,Arabidopsis thaliana
Q9ZVD0,39472512,PS-self,SE,Arabidopsis thaliana
Q9UTE3,39520300,PS-self,seb1,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q5XFW8,36325988,PS-other,Sec13,Rattus norvegicus
A0A8I5ZTA3,36325988,PS-other,Sec16a,Rattus norvegicus
O15027,37643612,PS-other,SEC16A,Homo sapiens
Q75N33,36325988,PS-other,Sec16b,Rattus norvegicus
Q15436,37300835,PS-other,SEC23A,Homo sapiens
D3ZZA8,36325988,PS-other,Sec24a,Rattus norvegicus
O95486,37300835,PS-other,SEC24A,Homo sapiens
O94855,36325988,PS-other,SEC24D,Homo sapiens
O94979,37300835,PS-other,SEC31A,Homo sapiens
Q9P0U3,40022729,PS-other,SENP1,Homo sapiens
G5EC37,30173914,PS-other,sepa-1,Caenorhabditis elegans
Q8NC51,34631798,PS-self,SERBP1,Homo sapiens
Q8NC51,34270902,PS-self,SERBP1,Homo sapiens
Q8NC51,39937575,PS-other,SERBP1,Homo sapiens
O75920,38272228,PS-self,SERF1A,Homo sapiens
P48594,38459060,PS-self,SERPINB4,Homo sapiens
P58004,37059726,PS-other,SESN2,Homo sapiens
Q01105,39108706,PS-other,SET,Homo sapiens
Q9BYW2,34391778,PS-other,SETD2,Homo sapiens
Q7Z333,37845749,PS-other,SETX,Homo sapiens
Q8W234,36376475,PS-self,SEU,Arabidopsis thaliana
O75533,31271494,PS-other,SF3B1,Homo sapiens
Q99NB9,31391587,PS-other,Sf3b1,Mus musculus
F4IHJ0,37721949,PS-self,SFH8,Arabidopsis thaliana
P23246,36354291,PS-other,SFPQ,Homo sapiens
P23246,37851801,PS-other,SFPQ,Homo sapiens
P23246,37400539,PS-self,SFPQ,Homo sapiens
P23246,35662392,PS-other,SFPQ,Homo sapiens
P23246,38668381,PS-other,SFPQ,Homo sapiens
P23246,34433054,PS-other,SFPQ,Homo sapiens
P23246,35608889,PS-other,SFPQ,Homo sapiens
P23246,39592606,PS-other,SFPQ,Homo sapiens
P23246,33704371,PS-other,SFPQ,Homo sapiens
P23246,29932899,PS-other,SFPQ,Homo sapiens
Q5FBB7,31481798,PS-other,SGO1,Homo sapiens
P35187,37460154,PS-other,SGS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9LDX1,36640363,PS-self,SGS3,Arabidopsis thaliana
Q9LDX1,19332064,PS-other,SGS3,Arabidopsis thaliana
Q62420,37250768,PS-self,Sh3gl2,Mus musculus
Q96B97,32051419,PS-other,SH3KBP1,Homo sapiens
Q9JLU4,38440150,PS-other,Shank3,Rattus norvegicus
Q9BYB0,30078712,PS-other,SHANK3,Homo sapiens
Q9BYB0,39174527,PS-other,SHANK3,Homo sapiens
Q9BYB0,33235361,PS-self,SHANK3,Homo sapiens
Q4ACU6,33235361,PS-self,Shank3,Mus musculus
Q4ACU6,35562389,PS-other,Shank3,Mus musculus
Q9BYB0,35819332,PS-other,SHANK3,Homo sapiens
Q4ACU6,31492534,PS-other,Shank3,Mus musculus
Q8N114,37816329,PS-self,SHISA5,Homo sapiens
Q8N114,39946235,PS-other,SHISA5,Homo sapiens
P81133,33650968,PS-other,SIM1,Homo sapiens
P25294,31285266,PS-other,SIS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P25294,33229560,PS-self,SIS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P32790,34887356,PS-other,SLA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P33338,34887356,PS-other,SLA2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P31645,37837191,PS-other,SLC6A4,Homo sapiens
P0C093,36854378,PS-other,slmA,Escherichia coli (strain K12)
P0C093,36315857,PS-other,slmA,Escherichia coli (strain K12)
P0C093,30523075,PS-other,slmA,Escherichia coli (strain K12)
Q14BN4,36318920,PS-self,SLMAP,Homo sapiens
Q8IY92,37059091,PS-other,SLX4,Homo sapiens
P11994,28478667,PS-other,SM50,Strongylocentrotus purpuratus
Q15796,38769521,PS-other,SMAD2,Homo sapiens
P84022,38769521,PS-other,SMAD3,Homo sapiens
P84022,31563432,PS-self,SMAD3,Homo sapiens
Q13485,38769521,PS-self,SMAD4,Homo sapiens
