uniprot_id,pmid,class_,primary_name,organism
P11021,33335017,PS-other,HSPA5,Homo sapiens
P11021,37253728,PS-other,HSPA5,Homo sapiens
P20029,37253728,PS-other,Hspa5,Mus musculus
P17066,33335017,PS-other,HSPA6,Homo sapiens
P11142,33335017,PS-other,HSPA8,Homo sapiens
P38646,35620440,PS-self,HSPA9,Homo sapiens
P04792,36075972,PS-other,HSPB1,Homo sapiens
P04792,32231288,PS-other,HSPB1,Homo sapiens
P04792,36701233,PS-other,HSPB1,Homo sapiens
Q16082,28854361,PS-other,HSPB2,Homo sapiens
Q16082,37146746,PS-other,HSPB2,Homo sapiens
Q12988,37146746,PS-other,HSPB3,Homo sapiens
Q12988,28854361,PS-other,HSPB3,Homo sapiens
Q9UJY1,34487489,PS-other,HSPB8,Homo sapiens
P04913,38773107,PS-other,htb1,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q02645,37655159,PS-other,hts,Drosophila melanogaster
P42858,34888656,PS-self,HTT,Homo sapiens
P42858,38654122,PS-other,HTT,Homo sapiens
P42858,29358329,PS-self,HTT,Homo sapiens
P42858,29754822,PS-self,HTT,Homo sapiens
P42858,31527136,PS-other,HTT,Homo sapiens
P42858,40090627,PS-other,HTT,Homo sapiens
P0ACF0,39445815,PS-other,hupA,Escherichia coli (strain K12)
P0ACF0,36963493,PS-other,hupA,Escherichia coli (strain K12)
P0ACF4,36963493,PS-other,hupB,Escherichia coli (strain K12)
P0ACF4,39445815,PS-other,hupB,Escherichia coli (strain K12)
P0C054,39865082,PS-other,ibpA,Escherichia coli (strain K12)
P04485,39383039,PS-other,ICP22,Human herpesvirus 1 (strain 17)
P08392,33923223,PS-other,ICP4,Human herpesvirus 1 (strain 17)
Q8VYU8,38172572,PS-other,ICR5,Arabidopsis thaliana
Q46822,32343131,PS-other,idi,Escherichia coli (strain K12)
Q21814,36259463,PS-other,idpa-3,Caenorhabditis elegans
Q17641,36259463,PS-other,idpb-3,Caenorhabditis elegans
Q9U2B8,36259463,PS-other,idpc-1,Caenorhabditis elegans
O16463,36259463,PS-self,idpc-2,Caenorhabditis elegans
Q5PP75,40145738,PS-other,IE180(TRS),Suid herpesvirus 1
Q9NZI8,39891203,PS-other,IGF2BP1,Homo sapiens
Q9NZI8,32668274,PS-other,IGF2BP1,Homo sapiens
Q9NZI8,36214649,PS-self,IGF2BP1,Homo sapiens
Q9NZI8,38525957,PS-self,IGF2BP1,Homo sapiens
Q9NZI8,29463567,PS-other,IGF2BP1,Homo sapiens
Q9NZI8,36288717,PS-other,IGF2BP1,Homo sapiens
Q9NZI8,37036576,PS-self,IGF2BP1,Homo sapiens
Q9Y6M1,39041323,PS-other,IGF2BP2,Homo sapiens
Q9Y6M1,32668274,PS-other,IGF2BP2,Homo sapiens
Q9Y6M1,38657551,PS-other,IGF2BP2,Homo sapiens
Q9Y6M1,36109629,PS-other,IGF2BP2,Homo sapiens
O00425,32668274,PS-other,IGF2BP3,Homo sapiens
O00425,37059726,PS-other,IGF2BP3,Homo sapiens
P01857,34114295,PS-other,IGHG1,Homo sapiens
O14920,33895773,PS-other,IKBKB,Homo sapiens
Q9Y6K9,36720498,PS-other,IKBKG,Homo sapiens
Q9Y6K9,35477005,PS-other,IKBKG,Homo sapiens
Q9Y6K9,37683611,PS-other,IKBKG,Homo sapiens
O88522,37683611,PS-other,Ikbkg,Mus musculus
Q12906,40011431,PS-self,ILF3,Homo sapiens
Q3KP66,34251416,PS-other,INAVA,Homo sapiens
Q9NQS7,31481798,PS-other,INCENP,Homo sapiens
Q9NQS7,38456462,PS-other,INCENP,Homo sapiens
Q3HNM7,39218187,PS-other,Insc,Mus musculus
Q8NFU5,33290695,PS-other,IPMK,Homo sapiens
O94829,36482422,PS-other,IPO13,Homo sapiens
P10914,36894639,PS-other,IRF1,Homo sapiens
Q8IU81,39602297,PS-other,IRF2BP1,Homo sapiens
Q14653,35879450,PS-self,IRF3,Homo sapiens
Q14653,37188808,PS-other,IRF3,Homo sapiens
Q14653,39384753,PS-other,IRF3,Homo sapiens
Q14653,35879453,PS-other,IRF3,Homo sapiens
Q14653,34453890,PS-other,IRF3,Homo sapiens
Q92985,35879453,PS-other,IRF7,Homo sapiens
Q92985,35879450,PS-self,IRF7,Homo sapiens
P40541,33568486,PS-other,IRR1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P35568,35790738,PS-other,IRS1,Homo sapiens
P35569,35790738,PS-self,Irs1,Mus musculus
P35569,37528084,PS-other,Irs1,Mus musculus
P22939,32343131,PS-other,ispA,Escherichia coli (strain K12)
Q96J02,37549262,PS-other,ITCH,Homo sapiens
P05556,38862544,PS-other,ITGB1,Homo sapiens
P23458,35766380,PS-other,JAK1,Homo sapiens
O60674,35766380,PS-other,JAK2,Homo sapiens
Q15652,39450904,PS-self,JMJD1C,Homo sapiens
Q9BR39,34062390,PS-other,JPH2,Homo sapiens
P05412,37385249,PS-other,JUN,Homo sapiens
Q92668,35490741,PS-other,K-ras,Homo sapiens
Q14678,37874676,PS-self,KANK1,Homo sapiens
Q06142,39356635,PS-other,KAP95,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P32526,36536177,PS-other,KAR9,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q92830,31442668,PS-other,KAT2A,Homo sapiens
Q92993,39965267,PS-self,KAT5,Homo sapiens
Q92794,38973255,PS-other,KAT6A,Homo sapiens
Q9H7Z6,36894639,PS-other,KAT8,Homo sapiens
P48543,39739811,PS-other,Kcnj9,Mus musculus
Q9H3F6,39565307,PS-self,KCTD10,Homo sapiens
O60341,36877164,PS-other,KDM1A,Homo sapiens
Q6ZQ88,34764296,PS-self,Kdm1a,Mus musculus
O60341,38461301,PS-other,KDM1A,Homo sapiens
O60341,39523439,PS-self,KDM1A,Homo sapiens
Q9Y2K7,35887017,PS-self,KDM2A,Homo sapiens
O94953,35887017,PS-self,KDM4B,Homo sapiens
O15550,34526716,PS-self,KDM6A,Homo sapiens
O15054,35672304,PS-self,KDM6B,Homo sapiens
Q5NCY0,35672304,PS-other,Kdm6b,Mus musculus
Q6ZMT4,32935279,PS-self,KDM7A,Homo sapiens
P35968,35231400,PS-other,KDR,Homo sapiens
Q14145,30126895,PS-other,KEAP1,Homo sapiens
Q07666,38287096,PS-other,KHDRBS1,Homo sapiens
Q07666,36256816,PS-self,KHDRBS1,Homo sapiens
A0A0B4LH59,36807601,PS-other,kibra,Drosophila melanogaster
Q12756,37724036,PS-other,KIF1A,Homo sapiens
O60333,38898313,PS-other,KIF1B,Homo sapiens
O43896,38898313,PS-self,KIF1C,Homo sapiens
Q99661,38323478,PS-other,KIF2C,Homo sapiens
P33176,37724036,PS-other,KIF5B,Homo sapiens
Q9BW19,37724036,PS-other,KIFC1,Homo sapiens
Q9BW19,37100870,PS-other,KIFC1,Homo sapiens
P42168,31050339,PS-other,kin-19,Caenorhabditis elegans
Q940B8,38172572,PS-other,KIN13A,Arabidopsis thaliana
F4J8L3,37721949,PS-other,KIN7K,Arabidopsis thaliana
Q03164,37945831,PS-other,KMT2A,Homo sapiens
O14686,33169020,PS-self,KMT2D,Homo sapiens
O14686,34526716,PS-other,KMT2D,Homo sapiens
Q6Q783,33326747,PS-other,Kmt5c,Mus musculus
Q9VFP5,39029469,PS-other,Kots,Drosophila melanogaster
Q14974,36482422,PS-other,KPNB1,Homo sapiens
P01116,33645620,PS-other,KRAS,Homo sapiens
P13179,39066190,PS-other,L,Chandipura virus (strain I653514)
P03523,30181255,PS-other,L,Vesicular stomatitis Indiana virus (strain San Juan)
Q05318,37443171,PS-other,L,Zaire ebolavirus (strain Mayinga-76)
P30929,39642233,PS-other,L,Mumps virus genotype B (strain Miyahara vaccine)
P04496,37020020,PS-self,L1,Human adenovirus C serotype 5
Q9UN81,37114770,PS-self,L1RE1,Homo sapiens
Q9UN81,33798566,PS-self,L1RE1,Homo sapiens
Q9UN81,37437058,PS-other,L1RE1,Homo sapiens
P68951,39162498,PS-other,L2,Human adenovirus C serotype 5
P03252,37020020,PS-self,L3,Human adenovirus C serotype 2
Q17604,38010234,PS-self,lab-1,Caenorhabditis elegans
Q8WQE8,38010234,PS-self,lab-2,Caenorhabditis elegans
D0PV95,37191277,PS-other,laf-1,Caenorhabditis elegans
D0PV95,32078766,PS-self,laf-1,Caenorhabditis elegans
D0PV95,29064502,PS-self,laf-1,Caenorhabditis elegans
D0PV95,39171763,PS-self,laf-1,Caenorhabditis elegans
D0PV95,30061688,PS-self,laf-1,Caenorhabditis elegans
D0PV95,38316988,PS-other,laf-1,Caenorhabditis elegans
D0PV95,32393642,PS-self,laf-1,Caenorhabditis elegans
D0PV95,26015579,PS-self,laf-1,Caenorhabditis elegans
D0PV95,33645620,PS-self,laf-1,Caenorhabditis elegans
D0PV95,38049424,PS-self,laf-1,Caenorhabditis elegans
D0PV95,31540706,PS-self,laf-1,Caenorhabditis elegans
D0PV95,35918061,PS-self,laf-1,Caenorhabditis elegans
D0PV95,30833787,PS-other,laf-1,Caenorhabditis elegans
D0PV95,34588591,PS-other,laf-1,Caenorhabditis elegans
E9P9U1,38637545,PS-other,LAF1,Saccharomyces cerevisiae
Q4G0J3,32270036,PS-other,LARP7,Homo sapiens
Q4G0J3,40113991,PS-self,LARP7,Homo sapiens
O43561,31268421,PS-other,LAT,Homo sapiens
O43561,30846600,PS-other,LAT,Homo sapiens
O43561,33080222,PS-other,LAT,Homo sapiens
O43561,27056844,PS-self,LAT,Homo sapiens
O43561,35490741,PS-other,LAT,Homo sapiens
O43561,33929486,PS-other,LAT,Homo sapiens
O43561,36322659,PS-other,LAT,Homo sapiens
O43561,37126554,PS-other,LAT,Homo sapiens
O54957,36460640,PS-other,Lat,Mus musculus
O95835,36475898,PS-other,LATS1,Homo sapiens
O95835,34267352,PS-self,LATS1,Homo sapiens
Q9NRM7,38200110,PS-self,LATS2,Homo sapiens
Q9NRM7,36300003,PS-self,LATS2,Homo sapiens
H9KVH9,38633880,PS-other,LbpB,Moraxella bovis
Q94ET8,28938114,PS-other,Lci5,Chlamydomonas reinhardtii
P06239,37399423,PS-other,LCK,Homo sapiens
Q38796,27114519,PS-other,LD,Arabidopsis thaliana
B1PM75,35327618,PS-self,LEA1,Artemia franciscana
Q9UJU2,37657935,PS-self,LEF1,Homo sapiens
Q9UJU2,39316611,PS-self,LEF1,Homo sapiens
Q8NC56,32494070,PS-self,LEMD2,Homo sapiens
Q8WVC0,37851801,PS-other,LEO1,Homo sapiens
P17931,33952698,PS-self,LGALS3,Homo sapiens
P17931,39248370,PS-self,LGALS3,Homo sapiens
P17931,39591966,PS-other,LGALS3,Homo sapiens
P17931,28893908,PS-self,LGALS3,Homo sapiens
Q02796,32214243,PS-self,LGE1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02796,37470705,PS-self,LGE1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P49916,39496836,PS-other,LIG3,Homo sapiens
Q9UGP4,33891898,PS-self,LIMD1,Homo sapiens
Q9U489,39167497,PS-other,lin-41,Caenorhabditis elegans
Q8K3Y3,34331666,PS-other,Lin28a,Mus musculus
Q8K3Y3,38341436,PS-other,Lin28a,Mus musculus
Q9H8W2,39729985,PS-self,LINC00472,Homo sapiens
Q9FKT1,38157854,PS-other,LLG1,Arabidopsis thaliana
P02545,36606487,PS-other,LMNA,Homo sapiens
P02545,28854361,PS-other,LMNA,Homo sapiens
P43586,39558160,PS-other,LOC1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
A0A3Q7HSV3,35287709,PS-self,LOC101249736,Solanum lycopersicum
A0A3Q7HSV3,40179886,PS-self,LOC101249736,Solanum lycopersicum
A0A8V0Z3J5,36207377,PS-other,LOC420748,Gallus gallus
O44991,36329008,PS-other,lpd-6,Caenorhabditis elegans
P06858,37253728,PS-self,LPL,Homo sapiens
P11152,37253728,PS-other,Lpl,Mus musculus
P32099,40087540,PS-other,lplA,Escherichia coli (strain K12)
P32099,40069234,PS-self,lplA,Escherichia coli (strain K12)
O75581,36266931,PS-other,LRP6,Homo sapiens
P70587,33927400,PS-other,Lrrc7,Rattus norvegicus
Q6UWE0,36738734,PS-other,LRSAM1,Homo sapiens
P47017,35876801,PS-other,LSM1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P47017,36972455,PS-self,LSM1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q8ND56,37370689,PS-other,LSM14A,Homo sapiens
Q8ND56,31324804,PS-other,LSM14A,Homo sapiens
Q8ND56,38769438,PS-other,LSM14A,Homo sapiens
P40070,26238190,PS-other,LSM4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P40070,26412307,PS-self,LSM4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P53905,35764627,PS-self,LSM7,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P53905,39897563,PS-other,LSM7,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O94822,35325613,PS-other,LTN1,Homo sapiens
P0DTC5,33479198,PS-other,M,Severe acute respiratory syndrome coronavirus 2
Q9YS22,38421168,PS-other,M2,Bovine orthopneumovirus
P04545,38072230,PS-other,M2-1,Human respiratory syncytial virus A (strain A2)
P12419,38809580,PS-other,M3,Reovirus type 3 (strain Dearing)
Q9WVQ1,34330769,PS-self,Magi2,Mus musculus
Q13021,35399121,PS-other,MALL,Homo sapiens
Q9UDY8,35727133,PS-other,MALT1,Homo sapiens
Q12296,36635960,PS-other,MAM3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P37755,37191277,PS-other,manB,Escherichia coli
P37741,37191277,PS-other,manC,Escherichia coli
Q9GZQ8,29507397,PS-other,MAP1LC3B,Homo sapiens
Q9GZQ8,29343546,PS-other,MAP1LC3B,Homo sapiens
P20357,38175751,PS-self,Map2,Mus musculus
Q6ZN16,33649309,PS-self,MAP3K15,Homo sapiens
Q99683,39103333,PS-other,MAP3K5,Homo sapiens
Q9SIS3,37497046,PS-self,MAP65-6,Arabidopsis thaliana
P27361,36108633,PS-other,MAPK3,Homo sapiens
P45984,39103333,PS-other,MAPK9,Homo sapiens
Q15691,38445984,PS-other,MAPRE1,Homo sapiens
Q15691,39749826,PS-self,MAPRE1,Homo sapiens
Q15691,32997736,PS-other,MAPRE1,Homo sapiens
Q15691,36536176,PS-self,MAPRE1,Homo sapiens
Q15691,38323478,PS-self,MAPRE1,Homo sapiens
Q9UPY8,37603768,PS-self,MAPRE3,Homo sapiens
P10636,36108633,PS-other,MAPT,Homo sapiens
P10637,37949856,PS-other,Mapt,Mus musculus
P10636,36258016,PS-other,MAPT,Homo sapiens
P10636,35298090,PS-other,MAPT,Homo sapiens
P10636,35405154,PS-self,MAPT,Homo sapiens
P10636,36894559,PS-self,MAPT,Homo sapiens
P10636,36373666,PS-other,MAPT,Homo sapiens
P10636,37673952,PS-self,MAPT,Homo sapiens
P10636,31971365,PS-self,MAPT,Homo sapiens
P10636,37293933,PS-other,MAPT,Homo sapiens
P10637,37060562,PS-other,Mapt,Mus musculus
P10636,31481790,PS-self,MAPT,Homo sapiens
P10636,38963823,PS-other,MAPT,Homo sapiens
P10637,31481790,PS-other,Mapt,Mus musculus
P10636,38545836,PS-self,MAPT,Homo sapiens
P10636,33262278,PS-self,MAPT,Homo sapiens
P10636,29472250,PS-self,MAPT,Homo sapiens
P10636,28819146,PS-self,MAPT,Homo sapiens
P10636,32997736,PS-self,MAPT,Homo sapiens
P10636,40107109,PS-other,MAPT,Homo sapiens
P10636,35120943,PS-self,MAPT,Homo sapiens
P10636,32229582,PS-self,MAPT,Homo sapiens
P10636,28683104,PS-other,MAPT,Homo sapiens
P10636,31456657,PS-self,MAPT,Homo sapiens
P10637,33848474,PS-other,Mapt,Mus musculus
P10636,33848474,PS-other,MAPT,Homo sapiens
P10636,38445984,PS-self,MAPT,Homo sapiens
P10636,30950394,PS-other,MAPT,Homo sapiens
P10636,34008959,PS-self,MAPT,Homo sapiens
P10636,39558004,PS-other,MAPT,Homo sapiens
P10636,39591966,PS-self,MAPT,Homo sapiens
P10636,39009640,PS-other,MAPT,Homo sapiens
P10636,38429335,PS-other,MAPT,Homo sapiens
P10636,29734651,PS-self,MAPT,Homo sapiens
P10636,31036717,PS-self,MAPT,Homo sapiens
P10636,31886644,PS-self,MAPT,Homo sapiens
P10636,28877466,PS-self,MAPT,Homo sapiens
P10636,33017094,PS-self,MAPT,Homo sapiens
P10636,39421885,PS-self,MAPT,Homo sapiens
P10636,31266957,PS-other,MAPT,Homo sapiens
P10636,31260322,PS-self,MAPT,Homo sapiens
P10636,32087196,PS-other,MAPT,Homo sapiens
P10636,39030428,PS-other,MAPT,Homo sapiens
P10636,40074668,PS-other,MAPT,Homo sapiens
P10636,40149942,PS-self,MAPT,Homo sapiens
P10636,39032487,PS-other,MAPT,Homo sapiens
P10636,32499559,PS-self,MAPT,Homo sapiens
P10636,33279579,PS-self,MAPT,Homo sapiens
P10636,39510192,PS-self,MAPT,Homo sapiens
P29966,37774095,PS-other,MARCKS,Homo sapiens
A7M8K7,38665676,PS-other,maSpL,Euprosthenops australis
O15232,38193601,PS-self,MATN3,Homo sapiens
P0A8N0,40174834,PS-self,matP,Escherichia coli (strain K12)
P43243,31019288,PS-other,MATR3,Homo sapiens
P43243,33097688,PS-other,MATR3,Homo sapiens
P43243,35252808,PS-other,MATR3,Homo sapiens
Q8K310,37381832,PS-self,Matr3,Mus musculus
Q8K310,32908311,PS-other,Matr3,Mus musculus
Q7Z434,36768473,PS-other,MAVS,Homo sapiens
Q7Z434,37188808,PS-self,MAVS,Homo sapiens
Q8VCF0,38409220,PS-self,Mavs,Mus musculus
Q8VCF0,40022729,PS-other,Mavs,Mus musculus
Q7Z434,34239064,PS-self,MAVS,Homo sapiens
P56270,38316778,PS-self,MAZ,Homo sapiens
Q9UIS9,36943889,PS-other,MBD1,Homo sapiens
O95243,36535377,PS-self,MBD4,Homo sapiens
O95243,37516962,PS-other,MBD4,Homo sapiens
O95243,37156794,PS-self,MBD4,Homo sapiens
Q9XTF3,34516789,PS-other,mbk-2,Caenorhabditis elegans
Q9NR56,35642886,PS-other,MBNL1,Homo sapiens
P04370,23762018,PS-self,Mbp,Mus musculus
Q12158,33568486,PS-other,MCD1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q8GJM6,38622124,PS-other,mcdB,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805)
Q8GJM6,31899489,PS-self,mcdB,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805)
U5QDB5,31899489,PS-self,mcdB,Gloeobacter kilaueensis (strain ATCC BAA-2537 / CCAP 1431/1 / ULC 316 / JS1)
Q8GJM6,37668016,PS-self,mcdB,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805)
P29469,26777405,PS-other,MCM2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P33993,32935279,PS-other,MCM7,Homo sapiens
Q14676,31267591,PS-other,MDC1,Homo sapiens
Q5PSV9,34980897,PS-other,Mdc1,Mus musculus
Q00987,38825770,PS-other,MDM2,Homo sapiens
P23128,34655524,PS-self,me31B,Drosophila melanogaster
Q27433,39747604,PS-self,mec-2,Caenorhabditis elegans
Q27433,37857834,PS-self,mec-2,Caenorhabditis elegans
Q9Z2D6,35809564,PS-other,Mecp2,Mus musculus
Q00566,38719804,PS-other,Mecp2,Rattus norvegicus
Q9Z2D6,38719804,PS-other,Mecp2,Mus musculus
P51608,38719804,PS-other,MECP2,Homo sapiens
Q9Z2D6,32698189,PS-other,Mecp2,Mus musculus
P51608,32698189,PS-self,MECP2,Homo sapiens
Q9Z2D6,32101700,PS-other,Mecp2,Mus musculus
P51608,32111972,PS-self,MECP2,Homo sapiens
P51608,35156529,PS-self,MECP2,Homo sapiens
Q9Z2D6,35156529,PS-other,Mecp2,Mus musculus
Q15648,33333019,PS-self,MED1,Homo sapiens
Q925J9,33333019,PS-other,Med1,Mus musculus
Q15648,31563432,PS-self,MED1,Homo sapiens
Q925J9,34605568,PS-other,Med1,Mus musculus
Q925J9,31391587,PS-other,Med1,Mus musculus
Q15648,31391587,PS-other,MED1,Homo sapiens
Q15648,32487073,PS-other,MED1,Homo sapiens
Q15648,33606996,PS-other,MED1,Homo sapiens
Q15648,29930091,PS-self,MED1,Homo sapiens
Q925J9,34038708,PS-other,Med1,Mus musculus
Q15648,30449618,PS-self,MED1,Homo sapiens
Q15648,35646539,PS-other,MED1,Homo sapiens
Q15648,34789250,PS-other,MED1,Homo sapiens
Q15648,39232584,PS-self,MED1,Homo sapiens
Q15648,37973889,PS-other,MED1,Homo sapiens
Q15648,33169020,PS-other,MED1,Homo sapiens
Q925J9,31398323,PS-other,Med1,Mus musculus
Q15648,36634798,PS-other,MED1,Homo sapiens
Q15648,36603581,PS-other,MED1,Homo sapiens
Q93074,36971000,PS-self,MED12,Homo sapiens
A2AGH6,34605568,PS-other,Med12,Mus musculus
Q5SWW4,34605568,PS-self,Med13,Mus musculus
Q924H2,34605568,PS-other,Med15,Mus musculus
Q96RN5,34789250,PS-other,MED15,Homo sapiens
Q924H2,34789250,PS-other,Med15,Mus musculus
Q9Y2X0,32727915,PS-other,MED16,Homo sapiens
Q8C1S0,38194964,PS-other,Med19,Mus musculus
Q8C1S0,33333019,PS-other,Med19,Mus musculus
A0JLT2,33333019,PS-other,MED19,Homo sapiens
Q8C1S0,29930094,PS-other,Med19,Mus musculus
Q9CQA5,34605568,PS-other,Med4,Mus musculus
Q14814,36898987,PS-other,MEF2D,Homo sapiens
Q21126,25535836,PS-other,meg-1,Caenorhabditis elegans
Q9TXM1,34106046,PS-other,meg-3,Caenorhabditis elegans
Q9TXM1,25535836,PS-other,meg-3,Caenorhabditis elegans
Q9TXM1,31975687,PS-other,meg-3,Caenorhabditis elegans
Q9TXM1,30833787,PS-other,meg-3,Caenorhabditis elegans
Q9TXM1,39637853,PS-other,meg-3,Caenorhabditis elegans
Q9TXM1,34223818,PS-other,meg-3,Caenorhabditis elegans
Q9TXM1,27914198,PS-other,meg-3,Caenorhabditis elegans
Q9TXM1,35801939,PS-other,meg-3,Caenorhabditis elegans
Q9TXM1,34516789,PS-other,meg-3,Caenorhabditis elegans
Q9TZK8,25535836,PS-other,meg-4,Caenorhabditis elegans
P37355,32343131,PS-other,menH,Escherichia coli (strain K12)
Q24564,39116228,PS-self,Mer,Drosophila melanogaster
P00958,26359986,PS-other,MES1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
A0A0H3C5U2,37815915,PS-other,metK,Caulobacter vibrioides (strain NA1000 / CB15N)
Q9HCE5,39169036,PS-other,METTL14,Homo sapiens
Q9HCE5,35143475,PS-other,METTL14,Homo sapiens
Q86U44,35143475,PS-other,METTL3,Homo sapiens
Q86U44,39007267,PS-other,METTL3,Homo sapiens
Q86U44,39169036,PS-other,METTL3,Homo sapiens
Q86U44,39234824,PS-other,METTL3,Homo sapiens
H2L067,35801939,PS-other,mex-3,Caenorhabditis elegans
H2L067,39167497,PS-self,mex-3,Caenorhabditis elegans
A1L020,38565536,PS-self,MEX3A,Homo sapiens
Q9H3U5,38614097,PS-self,MFSD1,Homo sapiens
Q3TN34,33976349,PS-self,Micall2,Mus musculus
Q3TN34,33976349,PS-other,Micall2,Mus musculus
P78953,31243991,PS-self,mid1,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q18509,34223818,PS-other,mip-1,Caenorhabditis elegans
P90898,34223818,PS-other,mip-2,Caenorhabditis elegans
P38760,27320918,PS-other,MIP6,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P46013,39153474,PS-other,MKI67,Homo sapiens
P46013,40069174,PS-other,MKI67,Homo sapiens
P46013,35922507,PS-other,MKI67,Homo sapiens
P46013,37813838,PS-self,MKI67,Homo sapiens
P46013,35513709,PS-self,MKI67,Homo sapiens
Q5UEC7,35033560,PS-other,MLL/EB1,Homo sapiens
Q03111,36272410,PS-self,MLLT1,Homo sapiens
Q03111,32270036,PS-self,MLLT1,Homo sapiens
P42568,32826896,PS-self,MLLT3,Homo sapiens
Q93ZJ9,36642157,PS-self,MLN51,Arabidopsis thaliana
Q96BY2,33393215,PS-other,MOAP1,Homo sapiens
A0A0B4K7A6,28115706,PS-other,mod(mdg4),Drosophila melanogaster
Q14149,31284181,PS-other,MORC3,Homo sapiens
Q9LKA5,40118828,PS-self,MORF8,Arabidopsis thaliana
P54785,31285266,PS-other,MOT3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9HCE1,37437058,PS-other,MOV10,Homo sapiens
O75970,36396954,PS-other,MPDZ,Homo sapiens
Q6WCQ1,36979361,PS-other,MPRIP,Homo sapiens
P49959,35551189,PS-other,MRE11,Homo sapiens
P49959,36092926,PS-other,MRE11,Homo sapiens
Q9D1F5,35920200,PS-other,Mrnip,Mus musculus
Q6NTE8,35551189,PS-self,MRNIP,Homo sapiens
O22607,32692742,PS-other,MSI4,Arabidopsis thaliana
Q6PDM1,37279389,PS-self,Msl1,Mus musculus
Q9LYG9,37547488,PS-self,MSL10,Arabidopsis thaliana
F4IME2,37547488,PS-self,MSL8,Arabidopsis thaliana
Q84M97,37547488,PS-self,MSL9,Arabidopsis thaliana
P33748,39717019,PS-self,MSN2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P28360,39843447,PS-self,MSX1,Homo sapiens
O82486,39472512,PS-self,MTA,Arabidopsis thaliana
O82486,34650267,PS-other,MTA,Arabidopsis thaliana
Q94AI4,34650267,PS-other,MTB,Arabidopsis thaliana
Q94AI4,39472512,PS-self,MTB,Arabidopsis thaliana
Q99551,34711968,PS-other,MTERF1,Homo sapiens
Q5JR59,38323478,PS-other,MTUS2,Homo sapiens
P15941,37398029,PS-other,MUC1,Homo sapiens
Q1KN24,37655159,PS-other,mud,Drosophila melanogaster
O62011,36750365,PS-other,mut-16,Caenorhabditis elegans
O62011,30036386,PS-other,mut-16,Caenorhabditis elegans
O62011,39354132,PS-other,mut-16,Caenorhabditis elegans
P20591,33077519,PS-other,MX1,Homo sapiens
P09922,33077519,PS-other,Mx1,Mus musculus
P20591,36361529,PS-other,MX1,Homo sapiens
P20591,38607029,PS-other,MX1,Homo sapiens
P20591,31484749,PS-other,MX1,Homo sapiens
P20592,39389033,PS-other,MX2,Homo sapiens
Q9W363,32579968,PS-other,mxc,Drosophila melanogaster
P01106,30449618,PS-other,MYC,Homo sapiens
P01106,32482854,PS-other,MYC,Homo sapiens
P01106,39343006,PS-self,MYC,Homo sapiens
A6HFI0,38889317,PS-self,Myh2,Rattus norvegicus
P35579,38012130,PS-other,MYH9,Homo sapiens
Q63357,35477997,PS-other,Myo1d,Rattus norvegicus
O94832,35477997,PS-other,MYO1D,Homo sapiens
Q13402,31644917,PS-other,MYO7A,Homo sapiens
Q6PIF6,31644917,PS-other,MYO7B,Homo sapiens
P15172,38969762,PS-other,MYOD1,Homo sapiens
Q9NP98,34049882,PS-self,MYOZ1,Homo sapiens
P0DTC9,33837182,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,39201466,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,33782395,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P03521,30181255,PS-other,N,Vesicular stomatitis Indiana virus (strain San Juan)
P0DTC9,35384603,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,33479198,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P03418,37762166,PS-other,N,Human respiratory syncytial virus A (strain A2)
Q8JXF6,28680096,PS-other,N,Rabies virus (strain CVS-11)
P0DTC9,33495715,PS-self,N,Severe acute respiratory syndrome coronavirus 2
