Entry,Location_SL_IDs
Q53GD3,SL-0162; SL-0015
Q5MNZ6,SL-0220; SL-0158
Q8N1C3,SL-0219; SL-0039
Q8WV37,SL-0191
Q9H1Y0,SL-0086; SL-0221
Q9NPL8,SL-0171
P10997,SL-0243
P13598,SL-0039; SL-0293
P62955,SL-0039
Q15067,SL-0204
Q68D91,SL-0097; SL-0039
Q6IMI6,SL-0086
Q6QHC5,SL-0097
Q9BXS1,SL-0204
O43795,
P31025,SL-0243
P34972,SL-0039; SL-0283; SL-0197
P61009,SL-0097
Q04917,
Q06136,SL-0097
Q13507,SL-0039
Q14558,
Q14656,SL-0162
Q8IZS8,SL-0162
Q96CD2,
Q99584,SL-0086; SL-0243
Q9H6V9,SL-0154; SL-0095
Q9UI17,SL-0173
Q9UNN8,SL-0162
Q9Y6A4,SL-0191; SL-0046; SL-0087; SL-0304; SL-0114
A9QM74,SL-0191
O14894,SL-0157; SL-0039
O60928,SL-0162; SL-0039
P05091,SL-0170
P13929,SL-0086
P25089,SL-0039
P47992,SL-0243
Q15040,SL-0039; SL-0086
Q8IVQ6,SL-0134; SL-0068; SL-0039
Q8N1E6,SL-0086
Q96RI8,SL-0039
Q99985,SL-0243
Q9Y5S8,SL-0290; SL-0039
P35232,SL-0168; SL-0191; SL-0086; SL-0039
Q5TA45,SL-0191; SL-0086
Q8N1T3,
P26440,SL-0170
P28476,SL-0219; SL-0039
Q86UV6,
P14324,SL-0086
P14672,SL-0039; SL-0147; SL-0198
Q9H900,SL-0149
Q92990,
Q9BX67,SL-0039; SL-0038; SL-0092; SL-0265; SL-0243
Q9Y3B3,SL-0097; SL-0068; SL-0099; SL-0076; SL-0078
P15428,SL-0086
Q13007,SL-0243
Q8NB49,SL-0039; SL-0097; SL-0093; SL-0231
Q9H9T3,SL-0086; SL-0191
Q9H2P9,
Q96A23,
A0A075B6N1,SL-0039
Q17RR3,SL-0243
Q6PKH6,SL-0243
Q96QZ0,SL-0039; SL-0124; SL-0097
Q9Y5Z6,SL-0134
O60676,SL-0243
Q58G82,
Q6P5S2,SL-0243
O75352,SL-0162
Q9BTT6,SL-0086; SL-0162
Q6UWM5,SL-0007; SL-0039; SL-0370; SL-0243
A0A0B4J248,SL-0039
Q5TYX0,
Q8NFQ6,SL-0243
A0A1B0GTK4,SL-0243
P0C7U1,
Q6NVV3,SL-0134
E9PB15,
P58550,SL-0162
Q9BYS8,
O94889,
O95807,SL-0162
P09668,SL-0158
P61158,SL-0090; SL-0280; SL-0191
P80404,SL-0170
Q6ZSM3,SL-0039; SL-0026
Q7Z4G4,SL-0086
Q86XF0,SL-0173; SL-0170; SL-0168
Q96EU7,SL-0162
Q9H172,SL-0039; SL-0089; SL-0100
Q9H2J7,SL-0162
Q9H3K6,SL-0086; SL-0191
Q9HBH5,
Q9NRA1,SL-0091; SL-0243; SL-0191; SL-0281; SL-0039
M5A8F1,SL-0243
O75951,SL-0243; SL-0310; SL-0117
P07098,SL-0243
P10145,SL-0243
P16083,SL-0086
P30837,SL-0170
P52788,
Q8NFJ5,SL-0039; SL-0089
Q96FX2,SL-0086; SL-0191
Q96M29,SL-0114
Q9UBM7,SL-0097
Q9UL15,
Q9UPQ8,SL-0097
O00148,SL-0191; SL-0086
O00232,
P01116,SL-0039; SL-0147; SL-0091
P14415,SL-0039
P15328,SL-0039; SL-0015; SL-0026; SL-0243; SL-0088; SL-0070; SL-0101
P28325,SL-0243
P78329,SL-0165; SL-0097
Q13643,SL-0191; SL-0086
Q13907,SL-0204
Q8N966,SL-0097; SL-0134
Q92847,SL-0039
Q96FN4,SL-0086; SL-0191; SL-0039
Q9NP59,SL-0039; SL-0026
O95069,SL-0039; SL-0097; SL-0279; SL-0283; SL-0520; SL-0238
P05121,SL-0243
P07099,SL-0165; SL-0097
P23435,SL-0243; SL-0219
P42336,
P61225,SL-0231
Q7L5Y6,SL-0191
Q8WY07,SL-0039
Q9BRX9,SL-0086; SL-0158; SL-0191
Q9BV90,SL-0191
Q9H477,SL-0086; SL-0191
Q9NPJ1,SL-0048; SL-0091; SL-0191
Q9Y2E8,SL-0134; SL-0267; SL-0175; SL-0015; SL-0007
O75083,SL-0086; SL-0090; SL-0295; SL-0038
O75506,SL-0191
O94788,SL-0086
P02655,SL-0243
P07738,
P21462,SL-0039
P48147,SL-0086
Q06432,SL-0238
Q5T1C6,SL-0039; SL-0301; SL-0086; SL-0173; SL-0168; SL-0169
Q8TE54,SL-0039; SL-0026; SL-0231; SL-0015; SL-0153
Q96DM3,SL-0157; SL-0151
Q9NRX4,SL-0086
Q9NY64,SL-0039; SL-0089
Q9UBJ2,SL-0203
Q9UKW6,SL-0191
P07355,SL-0025; SL-0161
P15018,SL-0243
Q2TB90,SL-0086; SL-0171; SL-0457
Q9UNK4,SL-0243
Q8WVV5,SL-0162
Q9H2W1,SL-0162
Q7LG56,SL-0086; SL-0191
Q5VXH4,
O60774,SL-0165; SL-0097
P14621,
Q86WN2,SL-0243
O15539,SL-0086; SL-0162
Q9NYW6,SL-0162
Q8N6D5,
Q9UPC5,SL-0039
Q49AH0,SL-0243
Q9NTX5,SL-0091
Q5VUD6,SL-0097
Q8NGR5,SL-0039
Q9BY71,SL-0162
Q9NQF3,
P0CB38,
Q08AF3,
Q5I0X7,
Q9BWD3,
Q8TD47,
Q5VUY2,SL-0162
Q8WWF8,SL-0086
Q5VWM6,
Q8NCS4,SL-0162
Q6PIY5,
Q15929,
O15551,SL-0265; SL-0039
P41252,SL-0086; SL-0091
Q02742,SL-0134
Q5NUL3,SL-0039; SL-0100; SL-0157; SL-0305
Q5VT99,SL-0039
Q68D06,SL-0086
Q8NDV1,SL-0134
Q92185,SL-0134
Q96H96,SL-0168
Q9UL01,SL-0097; SL-0134; SL-0089; SL-0165
Q9Y315,SL-0086; SL-0281; SL-0191
O43809,SL-0191; SL-0086
P08910,SL-0115; SL-0039
P16118,
P23946,SL-0243; SL-0281
Q6UX53,SL-0097; SL-0154; SL-0166; SL-0091
Q7RTR0,SL-0086; SL-0488
Q9Y3I0,SL-0191; SL-0086
P01817,SL-0243; SL-0039
P38484,SL-0039; SL-0089; SL-0134; SL-0097; SL-0086
P40939,SL-0173; SL-0168
P48651,SL-0097
Q15631,SL-0086; SL-0191
Q5R3K3,SL-0039
Q6PEY2,SL-0090
Q7KZN9,SL-0168
Q8NBL1,SL-0096
Q8TDG2,SL-0090; SL-0086; SL-0191; SL-0007
Q92903,SL-0097
Q9H6L2,SL-0305
Q9UHD2,SL-0086
Q9UMR2,SL-0086; SL-0190
Q9UNQ0,SL-0039; SL-0015; SL-0171
O00629,SL-0086; SL-0191
O43505,SL-0134
P05156,SL-0112; SL-0243
P15121,SL-0086
P20711,
P78330,SL-0091
P84095,SL-0039
Q14642,SL-0039; SL-0283
Q16816,
Q8IUI8,SL-0086
Q96I59,SL-0170; SL-0173
Q96NR8,SL-0097
Q96PD6,SL-0097
Q9H5Z1,
A6NDV4,SL-0039; SL-0086; SL-0191; SL-0173; SL-0095
O75293,
O95372,SL-0086
P07195,SL-0086; SL-0168
P19086,SL-0162
P27701,SL-0039; SL-0206
P28066,SL-0086; SL-0191
P41439,SL-0243
Q15759,SL-0086; SL-0191
Q7L5L3,SL-0162; SL-0198; SL-0095
Q8IZV5,SL-0165; SL-0097
Q8TDX5,
Q9BYT8,SL-0169; SL-0091
Q9HDD0,SL-0162; SL-0086; SL-0191
Q9NYU1,SL-0096; SL-0098
Q8NEZ3,SL-0066; SL-0087; SL-0458; SL-0117
P09104,SL-0086; SL-0039
P43246,SL-0191; SL-0468
Q8IXI2,SL-0172
P56705,SL-0111
Q5JST6,SL-0304; SL-0114
Q0GE19,SL-0039; SL-0097; SL-0134
Q5NDL2,SL-0096
Q8N4M1,SL-0162
Q99572,SL-0039
Q2KHT4,SL-0097
Q495X7,
O75715,SL-0243
P0C7M3,SL-0086; SL-0243
Q9Y3E0,SL-0134
P01569,SL-0243
Q8IZS6,SL-0090; SL-0281; SL-0162
Q96N28,SL-0173
Q8NET1,SL-0243
Q8NHR7,SL-0276; SL-0179
P01733,SL-0039
Q8WZA6,SL-0039
Q7RTY5,SL-0243
O60403,SL-0039
Q8N336,
Q8NFQ5,SL-0243
Q8NGF7,SL-0039
Q7Z388,SL-0162
A0A075B6N4,SL-0039
A0A5A6,SL-0039
A0A1B0GX51,SL-0039
Q9H3W5,SL-0162
Q86YN1,SL-0097
O15442,
Q15846,SL-0243
A4D0Y5,
Q8TCH9,
Q9H0A3,SL-0162
C9JRZ8,SL-0173; SL-0091
O00505,SL-0086; SL-0191
O95237,SL-0097; SL-0235; SL-0174; SL-0198
P23921,SL-0086
P32881,SL-0243
P60174,SL-0086
Q15582,SL-0243; SL-0111
P01574,SL-0243
P38117,SL-0170
Q5EE01,SL-0191; SL-0047; SL-0149; SL-0181; SL-0188
Q8IVM8,SL-0026
Q9BTE7,SL-0191; SL-0251
O95299,SL-0170
P07108,SL-0095; SL-0132
P08473,SL-0039
P23434,SL-0173
P24385,SL-0191; SL-0086; SL-0182
P31513,SL-0165; SL-0097
P45381,SL-0086; SL-0191
P51124,SL-0243; SL-0281
Q15126,SL-0091
Q6VVX0,SL-0097; SL-0165
Q7RTY1,SL-0039
Q8N9F7,SL-0086; SL-0162; SL-0198; SL-0095
Q8TED0,SL-0188
Q9ULC5,SL-0173; SL-0095; SL-0172; SL-0097; SL-0039
Q9Y3B4,SL-0191
O00370,
O75718,SL-0111
P08962,SL-0039; SL-0157; SL-0151; SL-0174; SL-0161; SL-0466; SL-0310
P17707,
P24941,SL-0048; SL-0031; SL-0086; SL-0101
P32248,SL-0039
P35575,SL-0097
Q53H82,SL-0170
Q5T160,SL-0171
Q8NB91,SL-0191
Q92482,SL-0039; SL-0026
Q9HBJ8,SL-0039
Q9NPF4,SL-0086; SL-0191
Q9UHC9,SL-0015; SL-0039; SL-0089
O14931,SL-0039
O95057,SL-0039
P03923,SL-0168
P09960,SL-0086
P18428,SL-0243; SL-0282
P19823,SL-0243
P27348,SL-0086
P60660,
Q13510,SL-0158; SL-0243; SL-0191; SL-0086
Q16698,SL-0173
Q8IWB7,SL-0094
Q8N6M3,SL-0097
Q9NQR4,SL-0086
Q9NY28,SL-0134
Q9Y3L5,SL-0086; SL-0231
P40616,SL-0134; SL-0267; SL-0162
Q9GZT8,SL-0086; SL-0191
Q9UM21,SL-0134; SL-0243
Q7Z4L5,SL-0304
P35557,SL-0086; SL-0191; SL-0173
P61289,SL-0191; SL-0086
Q12974,SL-0039; SL-0094; SL-0086
Q15392,SL-0097; SL-0134
Q6P179,SL-0097
Q8N0V5,SL-0134
P29972,SL-0039
Q5QGZ9,SL-0039
Q96GJ1,SL-0173; SL-0170
Q9H497,SL-0086; SL-0096
Q96C11,
O43736,SL-0162
Q86WS3,SL-0243; SL-0086
Q96CH1,SL-0039
Q9NS93,SL-0039
P56278,
Q03936,SL-0191
O43692,SL-0243
Q5DT21,SL-0243
Q68CQ7,SL-0134
P0C7T4,
Q5EBM4,SL-0191
Q7Z4Y8,SL-0171
Q9NXU5,
Q6GPI1,SL-0112
Q8NGI9,SL-0039
Q8WW52,SL-0162
Q9BSY4,SL-0169
A0A075B6I9,SL-0243; SL-0039
A0A0C4DH38,SL-0243; SL-0039
Q8NDZ6,SL-0039
Q8NH06,SL-0039
Q9H8G1,SL-0191
A0A087X0M5,SL-0039
A0A578,SL-0039
A6PVS8,
Q5SWL7,
Q8N7N1,
H3BS89,SL-0162
Q9P298,SL-0162
O75762,SL-0039
P19367,SL-0172; SL-0091
P20061,SL-0243
P21589,SL-0039
P50226,SL-0086
P55263,SL-0091; SL-0191; SL-0086
Q6YN16,SL-0204; SL-0173
Q96P53,SL-0101; SL-0094; SL-0086
Q9BWS9,SL-0243; SL-0158
Q9UIJ7,SL-0170
O60427,SL-0097; SL-0173
P0DML3,SL-0243
P25021,SL-0039
P33032,SL-0039
P60953,SL-0039; SL-0048; SL-0251; SL-0469; SL-0283
Q02161,SL-0039
Q6UW68,SL-0162
Q8IUH4,SL-0134; SL-0089
Q8NBD8,SL-0162
Q9H4B0,SL-0173
Q9H6L4,
Q9H871,SL-0190; SL-0086
P01036,SL-0243
P58546,SL-0086; SL-0191; SL-0198
Q6PCB7,SL-0039; SL-0147; SL-0086
Q8IWZ6,SL-0305; SL-0086; SL-0485; SL-0087
Q8NFH4,SL-0149; SL-0185
Q9BY32,SL-0086
Q9H2F3,SL-0097
Q9UKU7,SL-0173
O43684,SL-0191; SL-0149
O75342,SL-0086; SL-0198
O75477,SL-0097
O95452,SL-0039; SL-0124
P04066,SL-0158
P07864,SL-0086
P22792,SL-0243
P48307,SL-0243
Q9HD40,SL-0086
O15160,SL-0191; SL-0188; SL-0091
P00492,SL-0086
P07360,SL-0243; SL-0451
P22309,SL-0097; SL-0198
P40933,SL-0243; SL-0086; SL-0191
P42338,SL-0086; SL-0191
P48594,SL-0086
P49773,SL-0086; SL-0191
Q15777,
Q5HYK3,SL-0168
Q6UWR7,SL-0039
Q6UX65,SL-0157; SL-0457; SL-0015
Q86T26,SL-0039
Q8NG98,SL-0039
Q92839,SL-0162
Q8IUC8,SL-0134
Q96SA4,SL-0039
Q9BZW4,SL-0097; SL-0099
Q9UBL6,SL-0086; SL-0191; SL-0039
Q9BQG2,SL-0086; SL-0204; SL-0281
P61599,SL-0086; SL-0191
P78537,SL-0169; SL-0170; SL-0091; SL-0157
Q5T4D3,SL-0162; SL-0095
Q8N3C0,SL-0191; SL-0186; SL-0091
Q8WXH4,SL-0095
Q9UHJ9,SL-0134
Q86X67,SL-0173
P16410,SL-0039
Q8IX04,
Q9UJX4,SL-0191; SL-0251
Q15063,SL-0132; SL-0243; SL-0111
Q5VXJ0,SL-0243
Q8N7A1,SL-0091
Q05048,SL-0191
Q6NUS8,SL-0162
P47887,SL-0039
Q7RTR8,SL-0162
Q8NBM8,SL-0243
P50120,SL-0086
Q9Y586,SL-0191; SL-0086
Q71RC9,SL-0162
Q86SM5,SL-0039
Q8IYN0,SL-0191
Q96LU5,SL-0168
A0A0B4J2E0,SL-0039
Q8NH70,SL-0039
Q9NRD0,
A0A0J9YXX1,SL-0243; SL-0039
A8MXU0,SL-0243
Q8NHS4,
Q96M20,SL-0091
Q9HD45,SL-0162
P0CI26,
Q6DKI1,
A6NGN4,
Q9UJQ7,
Q9NUJ7,SL-0086
Q147U7,SL-0162
Q5VXH5,
Q6IE38,SL-0243
Q8WW59,
A6NI61,SL-0039; SL-0134
O00560,SL-0118; SL-0009; SL-0039; SL-0097; SL-0191; SL-0161; SL-0091; SL-0090; SL-0466; SL-0370
P00480,SL-0170
P04844,SL-0095; SL-0097
P13866,SL-0015
P99999,SL-0169
Q15034,SL-0086; SL-0088
Q6ZRQ5,SL-0191; SL-0468
Q8N5I4,SL-0154; SL-0243
Q9BT17,SL-0168
Q9BV23,SL-0151; SL-0157; SL-0171
Q9HB55,SL-0097; SL-0165
Q9NUQ2,SL-0097; SL-0178; SL-0173
Q9UNA3,SL-0134
Q9Y672,SL-0097
O60931,SL-0157; SL-0160; SL-0039
P07225,SL-0243
P23368,SL-0170
P31512,SL-0165; SL-0097
P35354,SL-0165; SL-0097; SL-0179; SL-0183
P53007,SL-0168
Q03393,
Q53H76,SL-0243
Q7Z3F1,SL-0157
Q86UD5,SL-0039; SL-0171; SL-0100; SL-0231; SL-0260; SL-0115; SL-0026; SL-0015
Q8NCC5,SL-0097; SL-0157
Q8WTT0,SL-0039
Q9NYV8,SL-0162
P05141,SL-0168; SL-0162
P05543,SL-0243
P17858,SL-0086
P21108,
P41597,SL-0039
Q00765,SL-0097; SL-0241
Q86Y78,SL-0243; SL-0086; SL-0039; SL-0261; SL-0370; SL-0283; SL-0197
Q8TE23,SL-0039
Q99643,SL-0168
Q9H6K4,SL-0173
P02741,SL-0243
P31350,SL-0086; SL-0191
Q15761,SL-0039
Q5EG05,
Q8TCB7,SL-0086; SL-0191
Q99624,SL-0039; SL-0026
Q9BV47,SL-0086; SL-0191; SL-0132
Q9BXC9,SL-0305; SL-0086; SL-0485
Q9Y2V0,SL-0191; SL-0086
Q9Y6J8,SL-0170
O95861,
P08243,
P46721,SL-0039; SL-0024
P53794,SL-0015; SL-0026
Q04837,SL-0173; SL-0269
Q15274,
Q5VYY2,SL-0243
Q8N4N3,
Q9H6D3,SL-0039; SL-0198
Q9NZD4,SL-0086
Q9UBK9,SL-0086; SL-0191; SL-0048; SL-0448
O75818,SL-0188
P13569,SL-0015; SL-0093; SL-0039; SL-0231; SL-0097; SL-0191
P78369,SL-0265; SL-0039
Q8TBF2,SL-0091
Q8TCJ0,SL-0191
Q99435,SL-0243
P52744,SL-0191
Q7L2H7,SL-0086
P35372,SL-0039; SL-0279; SL-0197; SL-0283; SL-0101; SL-0086
Q8NCF0,SL-0243; SL-0095; SL-0132; SL-0101
Q8NG68,
Q9BQ08,SL-0243
A0A0K0K1A5,SL-0039
Q6IMI4,SL-0091
Q6ZW05,SL-0162
Q9H336,SL-0243
P0CI25,
Q6P1L8,SL-0173
Q9BYD1,SL-0173
O75954,SL-0162
Q9P104,
Q8TAA3,SL-0191
A0A075B6U4,SL-0039
A0A0A6YYG3,SL-0039
A6NMS3,SL-0039
Q6ZRR5,SL-0162
Q9H841,SL-0162
A6NEC2,
Q9UF02,SL-0162; SL-0520
A0JD36,SL-0039
A0A599,SL-0039
Q6UWS5,SL-0173
Q6ZPB5,SL-0162
Q9BPW4,SL-0243
Q5VSP4,SL-0243
Q86U02,SL-0162
A0A0U1RQE8,
Q5VWM4,
H0Y7S4,
P0DMW5,
P0DMW4,
P01825,SL-0243; SL-0039
P0DP58,SL-0039; SL-0283; SL-0095
P13489,SL-0086; SL-0191
P25106,SL-0039; SL-0094; SL-0232
P31949,SL-0086; SL-0191
P41146,SL-0039; SL-0088
P41240,SL-0086; SL-0039
P62280,SL-0086; SL-0188
P83876,SL-0191
Q07326,SL-0097
Q16563,SL-0089; SL-0161
Q8TBC4,
P01848,SL-0039
P43652,SL-0243
P50990,SL-0086; SL-0048; SL-0087
P51159,SL-0162; SL-0161; SL-0152; SL-0158
P51654,SL-0039
P62249,SL-0086; SL-0188
Q00604,SL-0243
Q14990,SL-0117; SL-0090; SL-0048
Q6NT55,SL-0097; SL-0165
Q99895,
Q99965,SL-0162
Q9Y274,SL-0134
O43927,SL-0243
P00325,SL-0086
P60228,SL-0086; SL-0465
P62699,SL-0191; SL-0048; SL-0448; SL-0469
Q14192,SL-0086; SL-0191; SL-0314
Q8NDW8,
Q96F25,SL-0097
A1L167,SL-0191
O00574,SL-0039
O43929,SL-0191
P01019,SL-0243
P21810,SL-0111
P21953,SL-0170
P28065,SL-0086; SL-0191
P28331,SL-0168
P43353,SL-0039
P62269,SL-0086
Q6IB77,SL-0173
Q9H5K3,SL-0097
Q9NP72,SL-0097; SL-0068; SL-0154; SL-0015
Q9NPG2,SL-0091; SL-0170
Q9NX24,SL-0188; SL-0031
A5D8T8,SL-0243; SL-0095; SL-0132; SL-0101
O95147,
P0DML2,SL-0243
Q8N136,SL-0308; SL-0114
Q8TED1,SL-0162
Q99627,SL-0086; SL-0191
Q9HB03,SL-0097
Q13325,SL-0301
P22888,SL-0039
Q969K4,SL-0086
P54687,SL-0086
Q08431,SL-0162; SL-0243; SL-0006
Q8WW43,SL-0162
P30048,SL-0173; SL-0086; SL-0094
O95471,SL-0039; SL-0026; SL-0265
P49961,SL-0162; SL-0035
Q8IZ96,SL-0162
Q9BT73,
P06315,SL-0243; SL-0039
P58317,SL-0191
P59543,SL-0162
Q86WK9,SL-0039
Q8N690,SL-0243
Q8NGW6,SL-0039
Q96RI9,SL-0039
Q5T6L9,SL-0097
Q8N8Q1,SL-0162
Q96DT0,SL-0191
O60810,
P62502,SL-0243
Q8NH89,SL-0039
Q9UJ72,
A0A0B4J1X5,SL-0243; SL-0039
Q5TC63,
A0A0B4J273,SL-0039
P15421,SL-0162
Q8NG83,SL-0039
Q8NGS1,SL-0039
Q9NW61,
A0JD32,SL-0039
O60431,SL-0039
O95521,
Q5BKY1,SL-0191
Q5GAN4,SL-0243
Q9H560,
A4D1Z8,
P0CL83,SL-0191
Q5T6R2,
Q8IYQ7,
Q49AS3,
Q9H354,SL-0162
Q6UWF5,SL-0162
Q9BZK8,
Q5VWM5,
O00591,SL-0039; SL-0015
O95342,SL-0015; SL-0231; SL-0101; SL-0039
O95470,SL-0097
P10916,SL-0476
P54855,SL-0097
Q5XKL5,SL-0279; SL-0516; SL-0070; SL-0191
Q6P4A8,SL-0158
Q92685,SL-0097
Q9H0Y0,SL-0086
Q9UIA9,SL-0086; SL-0191
Q9Y3C4,SL-0091; SL-0191
P36542,SL-0168
Q14232,SL-0091
Q14554,SL-0096
Q93063,SL-0134; SL-0068; SL-0097; SL-0243
Q96LD8,
Q9BRX8,SL-0086; SL-0243
Q9BUM1,SL-0097
Q9HC16,SL-0086; SL-0191; SL-0230
Q9P0N9,SL-0157; SL-0088; SL-0091
Q9UBB4,SL-0198; SL-0469; SL-0087; SL-0046
O00626,SL-0243
O43704,SL-0086
O95867,SL-0039
O95897,SL-0243; SL-0258; SL-0162; SL-0191; SL-0086
P00395,SL-0168
P23280,SL-0243
Q8IWT6,SL-0039; SL-0157
Q8IYT2,SL-0191; SL-0086
Q8NFB2,SL-0283; SL-0162
Q92604,SL-0097
Q969G6,SL-0086
Q96F07,SL-0086; SL-0191; SL-0198; SL-0261
Q96HF1,SL-0243
Q9P2X0,SL-0097
O43504,SL-0158; SL-0091
P02689,SL-0086
P28332,SL-0086
P35504,SL-0097
P51149,SL-0205; SL-0151; SL-0157; SL-0160; SL-0022; SL-0154; SL-0100; SL-0088; SL-0171
P55851,SL-0168
P56750,SL-0265; SL-0026
P61626,SL-0243
Q96PB7,SL-0243; SL-0258
Q9H267,SL-0151; SL-0157; SL-0094; SL-0070; SL-0232
Q9Y691,SL-0162
O75452,SL-0165; SL-0097
O94905,SL-0097
P03886,SL-0168
P0CG30,SL-0091
P30046,SL-0086
P30536,SL-0171
P40394,SL-0086
P41567,SL-0086
Q00005,SL-0086; SL-0090; SL-0162; SL-0173; SL-0172
Q8N3Y7,SL-0097
Q8WVY7,SL-0191
Q969X6,SL-0188; SL-0468
Q9BVC4,SL-0157; SL-0086
Q9H9V4,SL-0132; SL-0095; SL-0162
Q96E93,SL-0039
P01135,SL-0112; SL-0039
P07741,SL-0086
Q6SA08,SL-0007; SL-0117
Q9NPF2,SL-0134
P06133,SL-0097
Q14914,SL-0086
Q16401,
Q86TW2,SL-0173
Q8IWX7,SL-0314; SL-0476; SL-0198; SL-0091
Q9NSG2,SL-0149; SL-0191; SL-0047; SL-0469; SL-0251
Q9BUV8,SL-0097; SL-0168
Q8NHW4,SL-0243
Q3ZCN5,SL-0243
Q6ZTR7,SL-0046; SL-0087
Q8WVI0,SL-0168
O15375,SL-0039
Q6PEY0,SL-0039; SL-0124
Q71RH2,SL-0134; SL-0097
Q86SG7,SL-0243
Q5SY80,SL-0115
Q9HC38,SL-0173
A0A075B6N3,SL-0039
A0A075B6R2,SL-0243; SL-0039
Q6UWN0,SL-0039
Q96R09,SL-0039
O75373,SL-0191
Q6UXF7,SL-0243; SL-0095; SL-0132; SL-0101
Q8NH40,SL-0039
A0A0K0K1B3,SL-0039
O76038,SL-0086; SL-0243; SL-0245
Q9BW72,SL-0171; SL-0168
Q9NRC9,SL-0243
A0A0A6YYC5,SL-0039
Q8N413,SL-0168
Q8NA75,
Q6UWH6,SL-0162
Q96LI9,
Q8IYD2,
Q6ZRU5,SL-0243
P20338,SL-0162; SL-0086; SL-0093; SL-0231
P29622,SL-0243
Q6ZW61,SL-0066
Q8IVP5,SL-0172
Q96LB9,SL-0243
Q9H3K2,SL-0168
Q9Y646,SL-0095; SL-0132; SL-0158; SL-0243
Q2TAY7,SL-0086; SL-0191; SL-0186
Q5RI15,SL-0168
Q7Z7B1,SL-0097
Q92973,SL-0086; SL-0191
Q9BSR8,SL-0068
Q9NR96,SL-0097; SL-0093; SL-0158; SL-0206; SL-0134
Q9P2N7,
Q9Y4X3,SL-0243
O00180,SL-0039; SL-0232; SL-0531; SL-0088; SL-0197; SL-0283; SL-0280; SL-0015
P07327,SL-0086
P62166,SL-0132; SL-0297; SL-0198; SL-0086; SL-0039; SL-0162
P63244,SL-0039; SL-0086; SL-0198; SL-0191; SL-0197; SL-0283; SL-0473
Q14019,SL-0086; SL-0090; SL-0191
Q6N075,SL-0039
Q9HBL8,SL-0086; SL-0198; SL-0191
O00299,SL-0191; SL-0182; SL-0086; SL-0039; SL-0095
O75439,SL-0170
P01588,SL-0243
P02763,SL-0243
P11166,SL-0039; SL-0161; SL-0457
P13762,SL-0039; SL-0097; SL-0267; SL-0100; SL-0157; SL-0151
P31213,SL-0165; SL-0097
P43308,SL-0097
Q01469,SL-0086; SL-0191; SL-0258; SL-0297; SL-0243
Q08722,SL-0039
Q8N1V2,SL-0086; SL-0304; SL-0114
Q96AZ6,SL-0191; SL-0188; SL-0086; SL-0031; SL-0230
Q9NX78,SL-0097; SL-0162
O00186,SL-0091; SL-0039
P0C0E4,SL-0162; SL-0086; SL-0173
P22612,
P29218,SL-0086
P55060,SL-0086; SL-0191
P55916,SL-0168
Q01629,SL-0039; SL-0157; SL-0151
Q13939,SL-0032
Q5VVY1,SL-0191
Q6ZR37,
Q8WV92,SL-0151; SL-0469; SL-0162
Q969Q6,SL-0191; SL-0086
Q96P09,SL-0086
Q9BW83,SL-0066; SL-0086; SL-0117
Q9NYW5,SL-0162; SL-0305
Q9NZD2,SL-0086
Q9UBQ5,SL-0191; SL-0086
Q9UJM8,SL-0202
Q14406,SL-0243
Q15165,SL-0162
Q9NR63,SL-0097; SL-0165
Q9NY65,SL-0090
Q9Y2G2,SL-0086; SL-0191; SL-0488
Q9Y3A3,SL-0198; SL-0162; SL-0136
O60256,
O75306,SL-0168
P51686,SL-0039
Q92832,SL-0086; SL-0178; SL-0243
Q9H974,SL-0086; SL-0172
Q9NRG4,SL-0091; SL-0191
Q6KCM7,SL-0168
Q9C0D3,SL-0086
Q6UX01,SL-0039; SL-0097
Q96CQ1,SL-0168
Q96NU7,
P0CG13,SL-0191
P0CG29,SL-0091; SL-0191
Q9GZM6,SL-0039
Q9NQN1,SL-0039
Q9P0J6,SL-0173
P59045,
Q7L3T8,SL-0170
A8MXK1,SL-0039; SL-0283; SL-0279
P48060,SL-0162
Q8NGA4,SL-0039
Q9BSN7,SL-0009; SL-0039
Q7Z5M8,
Q8NB37,SL-0243; SL-0094
A6NM76,SL-0039
Q6ICH7,SL-0162
Q8NG35,SL-0243
Q7Z7K0,SL-0173
C9JQL5,SL-0162
Q8NCN5,SL-0170
A0A0A6YYK1,SL-0039
A0A0K0K1C4,SL-0039
Q3MIX3,SL-0162
Q53S58,SL-0168
Q8NH74,SL-0039
A6NJ69,SL-0243
O60813,
A6NFU0,SL-0162
Q5VTA0,
Q5TGP6,
Q9BY65,
A9UHW6,SL-0086; SL-0191
O00337,SL-0039; SL-0015
O75838,SL-0086; SL-0302; SL-0457; SL-0458; SL-0238
O75964,SL-0173; SL-0168
P18074,SL-0191; SL-0251
P61970,SL-0091; SL-0183; SL-0185; SL-0179; SL-0190
P63098,SL-0091; SL-0039; SL-0238
Q01718,SL-0039
Q5T9G4,SL-0191; SL-0172
Q8N695,SL-0015
Q99943,SL-0097
Q9BWM7,SL-0171
Q9GZS3,SL-0191; SL-0086
Q9HAE3,SL-0304; SL-0066; SL-0117
Q9NZ01,SL-0097
Q9Y5X5,SL-0039
O15155,SL-0097; SL-0068; SL-0134
O60507,SL-0134
O95445,SL-0243
P01584,SL-0091; SL-0243; SL-0158; SL-0466
P03905,SL-0168
P08217,SL-0243
P08218,SL-0243
