Entry,Location_SL_IDs
Q8N684,SL-0191; SL-0086
Q8ND56,SL-0230; SL-0251; SL-0496
Q96B97,SL-0086; SL-0090; SL-0089; SL-0261; SL-0118
Q96MU7,SL-0191; SL-0186
Q9BW04,SL-0086
Q9BWN1,SL-0468; SL-0191; SL-0180; SL-0190
Q9H0W5,SL-0086; SL-0048
Q9ULV3,SL-0191
O14964,SL-0086; SL-0093; SL-0175
O75081,SL-0191; SL-0188; SL-0190; SL-0134
P23769,SL-0191
Q13480,
Q14050,SL-0111
Q3L8U1,SL-0086; SL-0191
Q96AQ6,SL-0090; SL-0191
Q99946,SL-0039; SL-0258
Q9BYV9,SL-0086; SL-0191
Q9NQS7,SL-0191; SL-0047; SL-0251; SL-0469; SL-0149
Q9UKN7,SL-0302; SL-0090
Q9UNF1,
Q9UPN4,SL-0048; SL-0485; SL-0046; SL-0087; SL-0007
O95409,SL-0191; SL-0086
P48436,SL-0191
Q02297,SL-0039; SL-0243; SL-0191; SL-0162
Q15415,SL-0191
Q6ZNL6,SL-0090; SL-0301; SL-0095; SL-0132; SL-0094
Q96N64,SL-0191
Q9UJ55,SL-0094; SL-0086; SL-0191
Q9ULM3,SL-0191
A5PKW4,SL-0039; SL-0301; SL-0467
O95817,SL-0191; SL-0086
P98177,SL-0086; SL-0191
Q01955,SL-0025
Q08AD1,SL-0090; SL-0132; SL-0087; SL-0086
Q53TQ3,SL-0191
Q8IWX8,SL-0086; SL-0198; SL-0095
Q8NAX2,SL-0086; SL-0038
Q96IZ7,SL-0191; SL-0186; SL-0086
Q96PV0,
Q9H4M7,SL-0086; SL-0162
Q9Y4B4,SL-0191; SL-0468
Q9Y6N7,SL-0039; SL-0279; SL-0099
O75177,SL-0191; SL-0149
P09603,SL-0039; SL-0112
Q9NYF0,SL-0086; SL-0191; SL-0258
Q6ZN04,SL-0191; SL-0086; SL-0230; SL-0281
Q9BUL5,SL-0191; SL-0086
P36402,SL-0191
Q8NDX1,SL-0039; SL-0301
P10275,SL-0191; SL-0086
Q96EP5,SL-0086; SL-0191
Q9BYP7,SL-0086
Q9BVN2,SL-0086; SL-0191; SL-0090; SL-0088; SL-0094; SL-0297; SL-0132
Q6IMN6,SL-0086; SL-0173; SL-0039
A6NEQ0,SL-0191
A6NJT0,SL-0191
Q75VX8,
P0C7P1,SL-0191
Q5VZB9,SL-0191
Q9NTZ6,SL-0191
Q93073,
Q86XD5,
Q9P242,
Q8IWB4,SL-0162
C9JH25,SL-0162
Q8NC74,
Q6ZUT6,
A0A1B0GUW6,SL-0162
Q3ZLR7,
Q5VVP1,SL-0162
A8MX19,
Q53LP3,
Q6ZQQ2,SL-0162
A8MYA2,
A6NEQ2,
Q0P670,SL-0162
Q86X59,
Q8N1P7,
Q96AQ1,
B9ZVM9,
B3KU38,SL-0279; SL-0086
O60307,SL-0086
O75175,SL-0086; SL-0191; SL-0230
P05997,SL-0111
P56645,SL-0086; SL-0191
Q14774,SL-0191
Q66K80,
Q9BQ61,
Q9NW75,SL-0186; SL-0188
Q9UFD9,SL-0090
Q9Y6Y1,SL-0191; SL-0086
O14594,SL-0243
P02461,SL-0111
P26651,SL-0191; SL-0086; SL-0281; SL-0230
P52945,SL-0191; SL-0091
P58012,SL-0191
Q13029,SL-0191
Q13127,SL-0191; SL-0086
Q15464,SL-0086; SL-0039
Q8TB72,SL-0086; SL-0281; SL-0198
Q9UPP2,SL-0086; SL-0297
P20719,SL-0191
P20849,SL-0111
P25067,SL-0025
Q00056,SL-0191
Q13061,SL-0039; SL-0241
Q13233,
Q14241,SL-0191
Q63HK5,SL-0191; SL-0288
Q68DK7,SL-0191; SL-0190; SL-0186
Q9NY12,SL-0188; SL-0031
P23490,SL-0086; SL-0190
P35908,SL-0086
P56524,SL-0191; SL-0086
Q01546,
Q14207,SL-0191; SL-0031; SL-0468
Q15942,SL-0086; SL-0090; SL-0191; SL-0118
Q8IX21,SL-0191; SL-0465
Q8IYB3,SL-0181; SL-0186
Q96JK2,
Q9H0L4,SL-0191
Q9NP70,SL-0111
Q9NZ53,SL-0162
O60269,
P38159,SL-0191
P50222,SL-0191; SL-0186
P55316,SL-0191
Q2M2Z5,SL-0048; SL-0087
Q8N131,SL-0162
Q8TAX7,SL-0243
Q8WYL5,SL-0090; SL-0291; SL-0467; SL-0469
Q96GS4,SL-0157
Q96JB3,SL-0191
Q9C086,SL-0191; SL-0188
Q14978,SL-0188; SL-0086
Q7Z6J0,SL-0198; SL-0291; SL-0266
O15409,SL-0191
P20908,SL-0111
P37275,SL-0191
Q7L5A3,SL-0191
Q9UHF7,SL-0191
Q13387,SL-0086
Q9UL49,SL-0191
A2VEC9,SL-0112
Q5M775,SL-0191; SL-0162
Q8TES7,SL-0046; SL-0448; SL-0038
Q9BXS0,SL-0162
Q9NYB9,SL-0086; SL-0191; SL-0291; SL-0286; SL-0090; SL-0009
Q9UJU2,SL-0191
Q9Y6I3,SL-0086; SL-0039; SL-0191; SL-0069
Q9BWW4,SL-0191
Q9BZL4,SL-0086; SL-0501
P10636,SL-0091; SL-0039; SL-0090; SL-0279; SL-0283; SL-0243
A6NMB9,SL-0138
Q5FWE3,SL-0162
Q8N365,SL-0191; SL-0465
Q9BRR8,
Q86Y22,SL-0039
Q93075,SL-0191
Q2NL68,SL-0048
A6NEL2,
A0A2Z4LIS9,SL-0091
A6NFI3,SL-0191
Q6NT89,SL-0191
Q96E39,SL-0191
Q9HCE3,SL-0191
Q5TZJ5,SL-0162
C9JSJ3,SL-0191
Q5TAG4,SL-0086
A4FU49,
Q5T3I0,
Q9BXQ6,
Q5QJ38,
Q5VYP0,SL-0162
Q9ULN7,
H3BQL2,
A6NNH2,
Q8N377,
Q8N6K4,
A6NE21,
O60281,SL-0191
O60315,SL-0191; SL-0468
O60481,SL-0191; SL-0086
O75807,SL-0097; SL-0172
P02452,SL-0111
P09017,SL-0191
Q13111,SL-0191
Q16821,SL-0162
Q7RTU4,SL-0191; SL-0086
Q8TAQ2,SL-0191
Q96KQ4,SL-0086; SL-0191
Q96SB3,SL-0090; SL-0191; SL-0284; SL-0297; SL-0258; SL-0009; SL-0086; SL-0039; SL-0291; SL-0286; SL-0301
Q9NP08,SL-0191
O94842,SL-0191; SL-0468
Q16186,SL-0086; SL-0191
Q2M2I8,SL-0039; SL-0069; SL-0516
Q7L2J0,SL-0191
Q93052,SL-0191; SL-0086; SL-0038; SL-0039
Q96C00,SL-0191
Q99590,SL-0191
Q9Y6H5,SL-0086
O14627,SL-0191
P04264,SL-0039; SL-0086
P10412,SL-0191; SL-0468
P22670,SL-0191
Q12815,SL-0086
Q12951,SL-0191
Q15672,SL-0191
Q96QH2,
Q96SF7,SL-0191
Q9UMX0,SL-0086; SL-0191; SL-0095; SL-0023; SL-0039
Q13227,SL-0191; SL-0173; SL-0091
Q14444,SL-0495; SL-0091; SL-0283; SL-0291
Q6KC79,SL-0191; SL-0468
Q7LFL8,SL-0191; SL-0086
Q86TC9,SL-0086; SL-0191; SL-0313; SL-0314
Q8N196,SL-0086; SL-0191
Q8NFH8,SL-0086
Q8WUU4,SL-0191
Q96A84,SL-0111
Q96KM6,SL-0191; SL-0468
Q96MA1,SL-0191
Q9UKL3,SL-0086; SL-0191; SL-0465; SL-0173
O15240,SL-0243; SL-0244
O15353,SL-0191
O76080,SL-0086
P0DJD3,SL-0191
Q06413,SL-0191; SL-0311
Q75WM6,SL-0191; SL-0468
Q92734,SL-0095
Q969F2,SL-0039; SL-0086; SL-0088
Q9BV73,SL-0198; SL-0046; SL-0048; SL-0087; SL-0458; SL-0457
Q9UBG3,SL-0086
Q9NYQ7,SL-0039
P06401,SL-0191; SL-0086; SL-0172
Q5TCZ1,SL-0086; SL-0295
Q9UER7,SL-0086; SL-0190; SL-0465; SL-0188; SL-0047; SL-0191
Q9UHB7,SL-0191; SL-0468
Q7Z4V5,SL-0191; SL-0086
P43243,SL-0181
Q7Z589,SL-0191
O60237,SL-0090; SL-0501
P23471,SL-0039; SL-0243
P50539,SL-0191
Q01196,SL-0191
Q66PJ3,SL-0188; SL-0186
Q8TDD2,SL-0191
Q9ULD2,SL-0173; SL-0132; SL-0039; SL-0191; SL-0048; SL-0251
O60293,SL-0191
O94875,SL-0198; SL-0015; SL-0118; SL-0291
Q9BZI1,SL-0191
O00515,SL-0025
B3EWF7,SL-0191
O15063,SL-0230
P81877,SL-0191
Q9NZT2,SL-0086; SL-0191
Q9H6A9,SL-0162
Q8N9T8,
Q5JV73,
H3BSY2,
Q5JPF3,
Q9H3Y8,
P0C7T7,
P0C7W8,
A6NEF3,
A6NEH8,
A6NKC0,
P0C2W7,
A0A1B0GV03,
A6NCI8,
H3BV12,
A0A0J9YWL9,
A6NE01,
Q6NSI3,SL-0191
Q8N6U2,
Q6ZRN7,
A8MV72,
Q12799,
Q6ZS94,
Q96S07,
O15370,SL-0191
O15446,SL-0188; SL-0468
O43763,SL-0191
O75638,
P17676,SL-0191; SL-0086
P49715,SL-0191; SL-0188
P56975,SL-0039; SL-0243
Q12962,SL-0191
Q14669,SL-0190
Q5TA76,
Q5TCM9,
Q8N488,SL-0191; SL-0086; SL-0190
Q92945,SL-0191; SL-0086
Q96MS0,SL-0162
Q9UKI9,SL-0191
A8MTJ6,SL-0191
O00592,SL-0015; SL-0291; SL-0286; SL-0300; SL-0293; SL-0370; SL-0162
Q02930,SL-0191
Q5BKZ1,SL-0181
Q5UIP0,SL-0191; SL-0468; SL-0276; SL-0251
Q6NUJ5,
Q86VE0,SL-0191
Q8N137,SL-0046
Q8TF74,SL-0090
Q8WU79,SL-0086
Q96DU7,SL-0191; SL-0086
Q96QF7,SL-0191; SL-0465; SL-0468
Q99684,SL-0191
Q9HCD5,SL-0191
Q9UBW5,SL-0086; SL-0296; SL-0138; SL-0473
Q9Y2T7,SL-0086; SL-0191
P83369,SL-0191
Q03989,SL-0191
Q16204,SL-0086; SL-0090
Q9NYZ3,SL-0090
O95218,SL-0191
Q4V9L6,SL-0039; SL-0086; SL-0097; SL-0243
Q5QGS0,SL-0191; SL-0086
Q86UE4,SL-0097; SL-0182; SL-0265; SL-0188; SL-0198
Q8WVC0,SL-0191
Q96IQ9,SL-0191
Q96N21,SL-0267; SL-0088; SL-0091
Q99967,SL-0191
Q9NY27,SL-0048; SL-0191
Q9P0X4,SL-0162
Q9UBC1,SL-0191
A8MU46,SL-0312; SL-0478; SL-0315; SL-0191
O75400,SL-0186; SL-0181
P78314,
Q02080,SL-0191
Q68DC2,SL-0066; SL-0086
Q6ZQX7,SL-0188; SL-0086
Q8IVW6,SL-0191
Q8WWI1,
Q9BTK6,SL-0191
Q9Y5B0,SL-0191; SL-0048; SL-0448; SL-0469
Q8ND25,SL-0101; SL-0158; SL-0162; SL-0260
Q9NP71,SL-0086; SL-0191
Q14028,SL-0039; SL-0305
Q6UN15,SL-0191
O75145,SL-0086; SL-0007
Q9BUJ2,SL-0191
P21817,SL-0241
Q01851,SL-0191; SL-0086
Q3YEC7,SL-0086; SL-0191
Q92954,SL-0243
Q9NRR5,SL-0191; SL-0086; SL-0468; SL-0095; SL-0198; SL-0023
Q15532,SL-0191
Q6NYC8,SL-0090
Q92838,SL-0039; SL-0243
Q68EM7,SL-0162; SL-0086; SL-0265
Q9ULJ8,SL-0090; SL-0261
Q6E0U4,SL-0243
Q3MIW9,SL-0039; SL-0086
Q66K41,SL-0191
Q96T92,SL-0086; SL-0191
O75526,SL-0191
Q5JQC4,
Q6UXA7,SL-0111
Q8IYS4,SL-0542; SL-0086
A6NC78,SL-0136
A6NHN0,SL-0111
Q9NYF3,
Q6ZN01,SL-0191
Q969W3,
Q9H425,SL-0086
Q14549,SL-0191
Q8IZD0,
A8MXZ1,
Q5T953,
Q8N8E1,
A0A1W2PQ73,SL-0191
A6NJQ4,
A6NMD2,
A6NNJ1,
D6RF30,
A8MUU9,
A0A1B0GTI1,
A6NEW6,
Q9UPP5,
O14640,SL-0039; SL-0091; SL-0088
O95714,SL-0086; SL-0046; SL-0191
P07197,SL-0090; SL-0279; SL-0197
P40425,SL-0191
P50552,SL-0086; SL-0090; SL-0118; SL-0265; SL-0292; SL-0287
Q9UJQ4,SL-0086; SL-0191
Q9Y2V3,SL-0191
Q9Y5A9,SL-0091; SL-0230; SL-0496; SL-0191
O15117,SL-0086; SL-0191; SL-0038
P16401,SL-0191; SL-0468
Q03188,SL-0191; SL-0149; SL-0047
Q13247,SL-0191; SL-0186
Q32MZ4,SL-0191; SL-0086
Q4VCS5,SL-0265
Q68CZ2,SL-0118; SL-0295
Q6ZRV2,SL-0090; SL-0086
Q86YD7,
Q8IYT8,SL-0089
Q8N7U7,SL-0191
Q96JM3,SL-0191; SL-0468; SL-0149; SL-0251
Q9H6F5,SL-0191; SL-0468; SL-0188
O75122,SL-0090; SL-0048; SL-0149; SL-0251; SL-0132; SL-0266; SL-0039; SL-0301; SL-0138
O75362,SL-0191
P0DJD4,SL-0191
P50219,SL-0191
Q16630,SL-0191; SL-0190; SL-0186; SL-0086
Q3SY00,
Q5JXC2,
Q7Z4P5,SL-0243
Q8WY91,SL-0086; SL-0191
Q96JN0,SL-0191
Q96ST2,SL-0191
Q9UK58,SL-0186; SL-0190
O15062,SL-0191
O60346,SL-0086; SL-0162; SL-0191; SL-0039
Q02383,SL-0243
Q14011,SL-0190; SL-0086
Q5JY77,SL-0086
Q86V48,SL-0048; SL-0087; SL-0469; SL-0047; SL-0251; SL-0501; SL-0191; SL-0283; SL-0197; SL-0265
Q8N5F7,SL-0191
Q8NG27,
Q99958,SL-0191
Q9BUV0,SL-0191
Q9NWQ8,SL-0039
O75385,SL-0091; SL-0220
P09016,SL-0191
P35269,SL-0191
P48382,SL-0191
P78411,SL-0191
Q5CZC0,
Q8IUG5,SL-0086; SL-0191; SL-0313
Q8TBK6,
Q99550,SL-0046; SL-0134; SL-0048
Q9BW71,SL-0191
Q9P2Q2,SL-0090; SL-0009; SL-0265
Q9UN86,SL-0086; SL-0496
O43474,SL-0191; SL-0086
Q76FK4,SL-0188
Q9BXS6,SL-0086; SL-0188; SL-0251; SL-0468
O14770,SL-0191; SL-0198
P35638,SL-0086; SL-0191
Q8NEY8,SL-0191; SL-0086; SL-0468
O75167,SL-0162
Q659C4,
O60318,SL-0178; SL-0185; SL-0190; SL-0468; SL-0086; SL-0191
Q2UY09,SL-0025
Q96BT3,SL-0191; SL-0047; SL-0149
Q9H0B3,
Q00987,SL-0190; SL-0086; SL-0188; SL-0191
Q562E7,SL-0093; SL-0151; SL-0157; SL-0022; SL-0173; SL-0091
Q6NUN9,SL-0086; SL-0191
Q9UKV0,SL-0191
Q96LY2,
Q8TC90,SL-0191
Q6ZSG2,SL-0297
Q03828,SL-0191
Q9NWM3,
Q9P1V8,
P0DKV0,SL-0162
A6NCC3,
Q9UKY7,SL-0086
I3L273,SL-0134
Q86XZ4,SL-0086
A8MWA6,
A8MXJ8,
A0A1B0GUY1,
A6NDY2,
F8WBI6,
P0C7V4,
P58505,
Q7Z2V1,
H0YM25,
I6L899,
Q2TAM9,
Q8N7Z2,
Q9H2J1,
A8MZA4,
P0C7X0,
A8MZF0,
Q6ZW33,
O14979,SL-0191; SL-0086
O95886,SL-0039; SL-0297; SL-0258
P21815,SL-0243
Q1W6H9,SL-0090; SL-0048; SL-0448; SL-0191
Q8IYJ0,SL-0162
Q8N6Y0,
Q8N9E0,
Q9NQW6,SL-0191; SL-0090; SL-0138; SL-0472
Q9Y4A8,SL-0191
P23327,SL-0240
Q6ZUT1,
Q70EL4,
Q8IVT2,SL-0118; SL-0090; SL-0138
Q92786,SL-0191
Q9H0M4,SL-0191; SL-0468
O75152,SL-0191; SL-0186
O95402,SL-0191
P57086,SL-0191
P78415,SL-0191
Q08170,SL-0186
Q09019,SL-0086; SL-0191; SL-0197; SL-0283
Q14003,SL-0039; SL-0222; SL-0197; SL-0279; SL-0283; SL-0285; SL-0138; SL-0090
Q68DA7,SL-0191; SL-0086; SL-0009; SL-0039
Q8IWZ8,SL-0191
Q8WXS5,SL-0039; SL-0520
Q96KR7,SL-0181
Q9BRQ0,SL-0191
Q9H161,SL-0191
Q9HCE9,SL-0039
Q9NZW4,SL-0111
Q9Y4X4,SL-0191
A6NKF2,SL-0191
O60248,SL-0191
O75995,
P49756,SL-0186; SL-0086
Q02447,SL-0191; SL-0465
Q8IWB6,SL-0086; SL-0469; SL-0149
Q8NC24,SL-0039
Q9H3Q1,SL-0147; SL-0090
Q9P2N6,SL-0191; SL-0173; SL-0448
Q9UGL9,
Q9UQL6,SL-0191; SL-0086
Q9Y5U2,SL-0191; SL-0086
Q9Y6R0,SL-0086
O00257,SL-0191; SL-0186
O75444,SL-0191
P17542,SL-0191
P49006,SL-0090; SL-0039
P55318,SL-0191
Q05519,SL-0191
Q53F19,SL-0191; SL-0086
Q5SSJ5,SL-0191; SL-0468
Q6NUJ2,SL-0162
Q7Z6P3,SL-0039; SL-0157
Q8NC51,SL-0086; SL-0191; SL-0198
Q9BRL6,SL-0191
Q9H8N7,SL-0086; SL-0191
Q9HDC5,SL-0039; SL-0097; SL-0241
Q9NSY1,SL-0191
Q9NTX9,
P16989,SL-0086; SL-0191
P82094,SL-0086; SL-0191; SL-0134
Q05682,SL-0090; SL-0312; SL-0501
Q13427,SL-0181; SL-0186
Q8WW12,SL-0191
O95677,SL-0086; SL-0191
Q9NZN8,SL-0086; SL-0191
Q13316,SL-0191; SL-0086; SL-0111
O43432,
Q6GQQ9,SL-0086; SL-0191
Q96B23,SL-0191
Q9C0D2,SL-0046; SL-0048; SL-0251; SL-0090
Q6PGN9,SL-0086; SL-0251; SL-0448
P23497,SL-0191; SL-0465; SL-0494; SL-0086
Q9C009,SL-0191
A6NFR6,SL-0162
Q96JQ2,SL-0162
P98169,SL-0191
Q9BQN1,SL-0086
Q9H7U1,SL-0090
Q6L8G5,
Q8WWA1,SL-0162
Q15032,
Q8TAY7,
A5YM69,
Q8IZ63,
Q2M3A8,
Q5TG53,
Q86X53,
Q8N319,
Q96NR7,
B3KS81,
P0DMQ5,SL-0162
Q5BKY9,
Q8N4B5,
Q8TB05,
A0A1B0GWB2,SL-0162
Q5T8R8,
Q6ZQT7,
Q6ZR03,
O94964,SL-0090; SL-0134; SL-0469; SL-0243
O95429,SL-0086
Q5T7B8,SL-0046; SL-0048
Q9C0C6,SL-0191; SL-0091
Q9H6I2,SL-0191
O00192,SL-0009; SL-0191; SL-0086
P48431,SL-0186; SL-0086; SL-0191
P49716,SL-0191
Q03111,SL-0191
Q5T230,SL-0191
Q5TBA9,SL-0086; SL-0048; SL-0448
Q92858,SL-0191
Q96CK0,SL-0191
Q99502,SL-0086; SL-0191
Q9NR99,SL-0243
O43379,SL-0191; SL-0448; SL-0048; SL-0046
P01100,SL-0191; SL-0095; SL-0091
P17600,SL-0258; SL-0132; SL-0516; SL-0259
P28715,SL-0191; SL-0468
P41162,SL-0191
P98168,SL-0191
Q01101,SL-0191
Q15428,SL-0191
Q3SX64,
Q5VWG9,SL-0191
Q86XP3,SL-0086; SL-0191; SL-0031; SL-0186
Q8N693,SL-0086; SL-0191
Q8N9Q2,
Q92615,SL-0091
Q96FS4,SL-0191; SL-0198; SL-0147
Q96MG2,SL-0241; SL-0097
Q9BT81,SL-0191; SL-0086
Q9BUA3,SL-0191; SL-0468
Q9BYE3,
Q9C0B5,SL-0039; SL-0258
Q9H2G4,SL-0191; SL-0086
Q9UHD9,SL-0086; SL-0191; SL-0162; SL-0023
O00470,SL-0191
O15164,SL-0191; SL-0086; SL-0173
O60583,SL-0198; SL-0191
O60721,SL-0039
P26367,SL-0191
P78337,SL-0191
Q13207,SL-0191
Q13595,SL-0191
Q7L4I2,
Q86YW9,SL-0191
Q8N8E2,SL-0191
Q92934,SL-0172; SL-0086
Q96IF1,SL-0090; SL-0039; SL-0038; SL-0191; SL-0048; SL-0230
Q99942,SL-0039; SL-0171; SL-0097
Q9BQI5,SL-0069
Q9UBB5,SL-0191; SL-0468
Q9Y3Q4,SL-0039
P35716,SL-0191
P67809,SL-0086; SL-0191; SL-0281; SL-0243; SL-0466; SL-0230
P78367,SL-0191
Q13522,
Q16799,SL-0097; SL-0134
Q5JVS0,SL-0191; SL-0086; SL-0496; SL-0311; SL-0494; SL-0188; SL-0186; SL-0031; SL-0127
Q63ZY3,SL-0086; SL-0173
Q8N9H9,SL-0243
Q8WWV6,SL-0039
Q9BVV6,SL-0048; SL-0457; SL-0046; SL-0087
Q9NZR4,SL-0191
Q9UQ88,SL-0191; SL-0468; SL-0086; SL-0047
Q18PE1,SL-0039; SL-0258
Q86UL8,SL-0086; SL-0152; SL-0261; SL-0039; SL-0048; SL-0066; SL-0046; SL-0457; SL-0458
P15336,SL-0191; SL-0086; SL-0172
Q96NZ1,SL-0191
Q9NQB0,SL-0465; SL-0191
Q06710,SL-0191
P21127,SL-0191; SL-0468; SL-0086; SL-0047
Q86VQ3,SL-0086
A6NGB9,SL-0086
Q2T9L4,SL-0297
Q9NQS1,SL-0147
A2RU54,SL-0191
P78414,SL-0191
Q5JT82,SL-0191
Q7M4L6,
Q8NDH2,SL-0162
Q6XPR3,SL-0111
Q8N8G2,SL-0191
Q6P6B1,
A6NJZ7,SL-0090
A6NNM3,SL-0090
Q3B7T3,SL-0162
Q86VE3,
Q9H322,
Q69YU3,
D6RGX4,
P0C7W9,
P0CJ92,
Q658T7,
Q86V59,
P0CG23,
Q8N398,
Q5HY64,
Q6ZSJ8,
A6NCS4,SL-0191
O95835,SL-0048; SL-0251; SL-0469; SL-0252
P07910,SL-0191
P0DI83,SL-0191; SL-0188
P14317,SL-0162; SL-0086; SL-0173
P14678,SL-0091; SL-0191
P19484,SL-0191; SL-0091; SL-0157
P34910,SL-0162
P41225,SL-0191
Q5T752,
Q5T7P3,
Q96C55,SL-0191
Q9H320,
P16403,SL-0191; SL-0188; SL-0468
P17677,SL-0039; SL-0289; SL-0258; SL-0287; SL-0197; SL-0283; SL-0279; SL-0086
P35663,SL-0032; SL-0199
P42568,SL-0191; SL-0468
Q01105,SL-0091; SL-0095; SL-0190
Q6JBY9,
Q75N03,SL-0186; SL-0190; SL-0086
Q7Z6L0,SL-0039; SL-0222; SL-0258; SL-0279; SL-0260; SL-0520; SL-0284
Q86XJ1,SL-0086; SL-0090
Q9BR39,SL-0039; SL-0241; SL-0097; SL-0191
Q9NRM7,SL-0048; SL-0086; SL-0448; SL-0191
Q9UKX7,SL-0185; SL-0182
O75909,SL-0191
P05060,SL-0243
P15407,SL-0191
P54253,SL-0086; SL-0191
Q5JTD0,SL-0266; SL-0265; SL-0039
Q66K74,SL-0191; SL-0091; SL-0090; SL-0251
Q7Z739,SL-0091; SL-0230; SL-0496
Q8IUB9,
Q8TAP9,SL-0191; SL-0086; SL-0048
Q9H8Y5,SL-0086
Q9NRJ4,SL-0086
P10163,SL-0243
P31314,SL-0191
P42768,SL-0090; SL-0191
P78423,SL-0039; SL-0243
Q13523,SL-0191; SL-0149
Q15906,SL-0191
Q5SQQ9,SL-0191
Q8N715,
Q8TAD8,SL-0191
Q96PE1,SL-0039; SL-0286
Q9BUH8,SL-0086; SL-0162
Q9Y3Y4,SL-0191
Q9Y5R6,SL-0191
O75962,SL-0086; SL-0280
P04279,SL-0243
P27540,SL-0191
P49918,SL-0191
Q5MJ10,
Q5U651,SL-0198; SL-0135
Q69YQ0,SL-0090; SL-0251; SL-0124
Q96AE4,SL-0191
O75475,SL-0191
Q14CW9,SL-0191
Q4FZB7,SL-0191; SL-0468
Q6IQ23,SL-0009; SL-0086; SL-0048
Q92997,SL-0086
Q9H334,SL-0191
O43493,SL-0039; SL-0267
Q08495,SL-0086; SL-0091; SL-0198; SL-0090; SL-0039; SL-0162; SL-0147; SL-0280
Q8IY57,SL-0191
Q13875,SL-0198
Q15054,SL-0086; SL-0191
Q96D71,SL-0069
Q01130,SL-0191; SL-0190; SL-0186
Q86WP2,SL-0191; SL-0086
P46937,SL-0086; SL-0191; SL-0265; SL-0039
Q13469,SL-0086; SL-0191
O14924,SL-0191; SL-0086; SL-0283; SL-0258; SL-0181
P82970,SL-0191
Q9BXK1,SL-0191
P31277,SL-0191
Q14093,SL-0032; SL-0199
Q5H9T9,SL-0117
A6NHQ4,SL-0191; SL-0468
Q2M2H8,SL-0162
O14990,
Q9H321,
O14598,
P0CG40,SL-0191
Q7RTT6,
Q96C57,SL-0178
Q9NNX9,
Q9NNZ6,SL-0191; SL-0468
P0DPF3,SL-0086
Q6ZWB6,SL-0222; SL-0219
Q7RTU5,SL-0191
Q9NW07,SL-0191
Q9UD57,SL-0191; SL-0188
M0QZC1,SL-0162
Q53SZ7,
A8MWP4,
Q8N7H1,
A0A1B0GUA9,
Q8NEP4,
O75683,SL-0190; SL-0188
O94993,SL-0191; SL-0086
P17096,SL-0191; SL-0468
Q0VG99,SL-0191
Q6ZV73,SL-0086; SL-0090
Q86U86,SL-0191
Q8TDR4,SL-0191
Q8WZ75,
Q96A83,SL-0111
Q9C0J8,SL-0191
Q9H4Q3,SL-0191
Q9Y388,SL-0191
P27658,SL-0025
P35713,SL-0191
Q15427,SL-0191
Q53FD0,
Q6FIF0,SL-0086
Q6PJ61,
Q6ZN30,SL-0191
Q9BZI7,SL-0191; SL-0086
Q9NYI0,SL-0039; SL-0301; SL-0297
Q9UDY2,SL-0009; SL-0039; SL-0265; SL-0191
Q9UGP4,SL-0086; SL-0191; SL-0230; SL-0009; SL-0118
Q9UQF2,SL-0086; SL-0198; SL-0191; SL-0097; SL-0171
Q9Y6H1,SL-0191; SL-0173; SL-0169
O60303,SL-0304; SL-0087; SL-0090
Q13562,SL-0086; SL-0191
Q6IPM2,SL-0305
Q8WV28,SL-0086; SL-0039
Q96MN9,SL-0191
Q96PY6,SL-0191; SL-0048; SL-0086
Q9GZV5,SL-0191; SL-0086; SL-0039; SL-0265
Q9NRE2,SL-0191
Q9P2B4,SL-0291; SL-0501
Q9UPY6,SL-0090
O75069,SL-0097
P22681,SL-0086; SL-0039; SL-0066; SL-0132
Q04637,SL-0086; SL-0191; SL-0496
Q13094,SL-0086
Q5QJE6,SL-0191; SL-0188
Q8IZU1,SL-0188
Q8NDC0,
Q9NQ75,SL-0090; SL-0118
Q9NR83,SL-0086; SL-0191
Q9Y2U8,SL-0179
O00358,SL-0191
P48552,SL-0191
Q5T751,
Q7Z7B0,SL-0090
Q86V81,SL-0191; SL-0186; SL-0086
Q8WXA9,SL-0191
Q96JP5,SL-0191
Q96NY7,SL-0086; SL-0039
Q96PX9,SL-0024; SL-0038; SL-0191; SL-0086
Q96QZ7,SL-0265; SL-0039
Q9H0G5,SL-0191; SL-0186
O00165,SL-0170; SL-0095; SL-0182; SL-0088; SL-0138; SL-0039; SL-0239; SL-0230; SL-0086; SL-0191
P07305,SL-0191; SL-0188; SL-0468
P08621,SL-0186; SL-0190
Q99466,SL-0039; SL-0191
P49321,SL-0086; SL-0191
Q14103,SL-0191; SL-0086
Q6UUV7,SL-0191; SL-0086
Q8TEW8,SL-0147; SL-0038; SL-0265
Q9Y6W5,SL-0090; SL-0291; SL-0026
Q96G74,SL-0191
O15079,SL-0162; SL-0261
Q15149,SL-0090; SL-0137; SL-0295
Q6IQ19,SL-0046; SL-0251; SL-0090; SL-0087; SL-0304; SL-0279; SL-0066; SL-0048
Q96HC4,SL-0297; SL-0516; SL-0515; SL-0091
O75334,SL-0086; SL-0310; SL-0284
Q96NW7,SL-0086; SL-0297
Q92932,SL-0245; SL-0260
Q9HAZ2,SL-0191; SL-0468; SL-0086
Q9UL68,SL-0191; SL-0468
P21675,SL-0191
Q8N9W4,
Q96BU1,SL-0191
Q9H2A3,SL-0191
I0J062,SL-0188
O15016,SL-0191
Q53QW1,SL-0086
Q5MJ09,
Q8WUZ0,
